recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	SI	Slovenia	445	70	715243	207391	5732	166
rd2	Last 2 days	2019-05-15	2019-05-16	SI	Slovenia	479	78	1563614	454447	12367	399
rd3	Last 3 days	2019-05-14	2019-05-16	SI	Slovenia	513	81	2389199	695880	18471	634
rd4	Last 4 days	2019-05-13	2019-05-16	SI	Slovenia	536	86	3172006	923398	23656	811
rd5	Last 5 days	2019-05-12	2019-05-16	SI	Slovenia	551	87	3729122	1099763	27599	987
rd6	Last 6 days	2019-05-11	2019-05-16	SI	Slovenia	580	89	4229398	1256334	30889	1163
rw1	Last week	2019-05-10	2019-05-16	SI	Slovenia	590	90	4713149	1409193	34108	1349
rw2	Last 2 weeks	2019-05-03	2019-05-16	SI	Slovenia	701	112	8291980	2708409	52281	4305
rw3	Last 3 weeks	2019-04-26	2019-05-16	SI	Slovenia	941	154	13561264	4828466	81145	9131
rw4	Last 4 weeks	2019-04-19	2019-05-16	SI	Slovenia	1092	196	14436222	5093154	85363	9274
rm1	Last month	2019-04-17	2019-05-16	SI	Slovenia	1117	210	14682761	5159596	86632	9294
rm2	Last 2 months	2019-03-18	2019-05-16	SI	Slovenia	2036	487	19709328	7033457	107249	11850
rm3	Last 3 months	2019-02-16	2019-05-16	SI	Slovenia	2321	561	20857906	7425468	112565	12366
rm6	Last 6 months	2019-01-01	2019-05-16	SI	Slovenia	2457	592	21271626	7533111	114007	12462
