week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	PL	Poland	1753	291	29320332	10310110	107668	20048
w019	Week 19	2019-05-06	2019-05-12	PL	Poland	2091	306	33731139	11916107	93391	18630
w018	Week 18	2019-04-29	2019-05-05	PL	Poland	1614	312	25425176	9975551	60294	12796
w017	Week 17	2019-04-22	2019-04-28	PL	Poland	1312	307	9226330	3336149	33215	6281
w016	Week 16	2019-04-15	2019-04-21	PL	Poland	1282	398	7654391	2694098	25294	4313
w015	Week 15	2019-04-08	2019-04-14	PL	Poland	1516	580	15308131	5651670	37093	6452
w014	Week 14	2019-04-01	2019-04-07	PL	Poland	1201	501	10968572	4047206	28574	4893
w013	Week 13	2019-03-25	2019-03-31	PL	Poland	953	427	11026656	4175579	30016	5804
w012	Week 12	2019-03-18	2019-03-24	PL	Poland	886	405	9216791	3306325	22181	3504
w011	Week 11	2019-03-11	2019-03-17	PL	Poland	693	328	6713103	2237209	17758	2794
w010	Week 10	2019-03-04	2019-03-10	PL	Poland	547	261	6086219	2325219	14071	2169
w009	Week 9	2019-02-25	2019-03-03	PL	Poland	253	145	1071082	334653	3739	503
w008	Week 8	2019-02-18	2019-02-24	PL	Poland	170	77	1041466	338549	2778	497
w007	Week 7	2019-02-11	2019-02-17	PL	Poland	146	68	1358934	488945	3273	764
w006	Week 6	2019-02-04	2019-02-10	PL	Poland	113	62	1595922	664472	4625	1290
w005	Week 5	2019-01-28	2019-02-03	PL	Poland	110	48	273435	86128	725	108
w004	Week 4	2019-01-21	2019-01-27	PL	Poland	90	44	833334	356017	1377	226
w003	Week 3	2019-01-14	2019-01-20	PL	Poland	90	39	933562	436432	2485	515
w002	Week 2	2019-01-07	2019-01-13	PL	Poland	69	36	183014	61657	515	105
w001	Week 1	2019-01-01	2019-01-06	PL	Poland	57	27	242556	68427	603	137
