impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	UK	United Kingdom	23092	2693	21718546	0	2472302	29
1k_5k	1k - 5k	UK	United Kingdom	16767	2914	78711012	15745351	1848165	13512
5k_10k	5k - 10k	UK	United Kingdom	5479	1447	49851349	24928167	778907	53252
10k_50k	10k - 50k	UK	United Kingdom	7474	1394	320865331	64174349	2467106	458355
50k_100k	50k - 100k	UK	United Kingdom	1583	410	127252225	63626748	1066337	307980
100k_200k	100k - 200k	UK	United Kingdom	692	209	105943130	52971829	983168	262169
200k_500k	200k - 500k	UK	United Kingdom	412	148	140572124	56228962	1166283	274955
500k_1m	500k - 1m	UK	United Kingdom	117	60	69027229	34513649	539506	169924
