advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
România în primul rând	Future Innovation	770704223323599	Facebook	suceava_county	Suceava County	RO	Romania	39	1	414737	206323	428	213
Romania #nuepsd	Future Innovation	293215748279337	Facebook	suceava_county	Suceava County	RO	Romania	12	1	210378	104838	215	106
Constantin Boliacu - Fost Consilier Local ALDE		1628366507416344	Facebook	suceava_county	Suceava County	RO	Romania	14	1	182037	47120	268	0
Partidul Mișcarea Populară Suceava Oficial		2022868144593694	Facebook	suceava_county	Suceava County	RO	Romania	14	1	115359	36248	516	0
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	suceava_county	Suceava County	RO	Romania	126	1	36401	16930	95	19
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	suceava_county	Suceava County	RO	Romania	78	1	34536	14866	76	19
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	suceava_county	Suceava County	RO	Romania	110	1	33767	13916	51	13
PNL Suceava		1557562174501195	Facebook	suceava_county	Suceava County	RO	Romania	6	1	15211	3043	63	0
European Parliament		178362315106	Facebook	suceava_county	Suceava County	RO	Romania	76	1	12573	5745	61	11
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	suceava_county	Suceava County	RO	Romania	73	1	10324	4483	35	8
George Simion		2212856535602171	Facebook	suceava_county	Suceava County	RO	Romania	25	1	10285	4143	21	4
Uniunea pentru Bucovina		1182644011895639	Facebook	suceava_county	Suceava County	RO	Romania	1	1	9999	5000	20	0
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	suceava_county	Suceava County	RO	Romania	13	1	9160	4143	11	2
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	suceava_county	Suceava County	RO	Romania	33	1	8650	3954	10	2
European Commission		107898832590939	Facebook	suceava_county	Suceava County	RO	Romania	11	1	7916	3929	20	5
Politice.net	politice.net	2546711162025064	Facebook	suceava_county	Suceava County	RO	Romania	12	1	7843	3829	7	1
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	suceava_county	Suceava County	RO	Romania	34	1	6476	3065	19	5
Litere.net	litere.net	1504323906337545	Facebook	suceava_county	Suceava County	RO	Romania	13	1	5292	2509	3	0
Angelica Fădor		121716891884587	Facebook	suceava_county	Suceava County	RO	Romania	1	1	4999	1000	20	0
Partidul Social Democrat - Departamentul pentru românii de pretutindeni	Partidul Social Democrat	315931009106788	Facebook	suceava_county	Suceava County	RO	Romania	5	1	4735	2287	3	0
Marius Bodea	Marius Bodea	1514760912172050	Facebook	suceava_county	Suceava County	RO	Romania	4	1	4273	1660	3	0
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	suceava_county	Suceava County	RO	Romania	20	1	4223	1949	4	0
ALDE BACĂU		535445976897124	Facebook	suceava_county	Suceava County	RO	Romania	6	1	3529	705	7	1
Silvia Dinică		1128229287275038	Facebook	suceava_county	Suceava County	RO	Romania	19	1	2801	1135	4	1
Siegfried Muresan		731035500293728	Facebook	suceava_county	Suceava County	RO	Romania	5	1	2340	937	0	0
