advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	13_17	13-17	10	1	141579	47402	233	0
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	13_17	13-17	1	1	109344	54672	54	10
European Commission	European Commission	107898832590939	Facebook	13_17	13-17	3	1	81348	34018	103	20
Cogito	Cogito	2059332547662115	Facebook	13_17	13-17	1	1	73897	36949	73	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	13_17	13-17	73	1	39928	5635	2496	0
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	13_17	13-17	1	1	32695	13078	32	6
FDP Bayern	FDP Bayern	350558562311	Facebook	13_17	13-17	1	1	30641	6128	60	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	13_17	13-17	168	1	30511	2957	2049	0
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	13_17	13-17	2	1	25663	5132	50	0
Κατερίνα Κούτρη - Katerina Koutri	Aikaterini Koutri	314010635931171	Facebook	13_17	13-17	1	1	22739	4547	45	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	13_17	13-17	3	1	20982	4979	65	0
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	13_17	13-17	3	1	20135	10067	105	24
SPÖ	SPÖ	77393060080	Facebook	13_17	13-17	17	1	18959	4497	242	25
ISPI - Istituto per gli studi di politica internazionale	ISPI - Istituto per gli studi di politica internazionale	171795872872353	Facebook	13_17	13-17	2	1	17602	3520	59	0
Fridays For Future Münster	Fridays for Future	1212444868905059	Facebook	13_17	13-17	3	1	17251	3450	94	0
Greenpeace Romania	Greenpeace Romania	291132089193	Facebook	13_17	13-17	6	1	16929	3332	52	4
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	13_17	13-17	5	1	16087	7207	25	0
Lode Ceyssens	Lode Ceyssens	690224427744073	Facebook	13_17	13-17	1	1	13246	2649	26	0
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	13_17	13-17	2	1	13103	2879	32	0
Harald Vilimsky	FPÖ	547597092025909	Facebook	13_17	13-17	4	1	12658	4447	21	3
Grüne Jugend Freiburg	Grüne Jugend Freiburg	258738124139670	Facebook	13_17	13-17	15	1	11378	511	924	0
Cruel	In Progress	1949870255322243	Facebook	13_17	13-17	1	1	10890	4356	21	10
In Progress	In Progress	254883792041627	Facebook	13_17	13-17	1	1	10669	4267	21	10
Οι Έλληνες	In Progress	2273336566260671	Facebook	13_17	13-17	2	1	10616	4378	25	12
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	13_17	13-17	4	1	10368	3698	16	3
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	13_17	13-17	6	1	9716	1928	26	0
one brussels	one.brussels	244157445635331	Facebook	13_17	13-17	3	1	9355	2454	40	0
Die neue SPÖ Tirol	SPÖ Tirol	172040642860223	Facebook	13_17	13-17	1	1	8844	1768	17	0
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	13_17	13-17	1	1	8770	4385	21	4
Vlaams Belang	Vlaams Belang	56605856504	Facebook	13_17	13-17	2	1	8737	4368	87	43
Comac étudiants	PTB	386211174868638	Facebook	13_17	13-17	2	1	8603	1721	170	0
Adenauer Campus	Konrad-Adenauer-Stiftung	225123097665916	Facebook	13_17	13-17	8	1	7583	642	496	0
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	13_17	13-17	5	1	6626	2121	42	0
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	13_17	13-17	1	1	6261	2504	12	6
Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	13_17	13-17	2	1	6195	1239	12	0
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	13_17	13-17	1	1	5249	2100	10	5
Werner Kogler	Die Grünen	133612666671985	Facebook	13_17	13-17	2	1	4972	1915	49	9
RMDSZ	RMDSZ	102601499822802	Facebook	13_17	13-17	2	1	4954	1098	2	0
Organizace pro pomoc uprchlíkům, z.s.	Organizace pro pomoc uprchlíkům, z.s.	188235971211201	Facebook	13_17	13-17	2	1	4868	2031	12	2
Grüne Jugend Steiermark	Grüne Jugend Steiermark	278628109523836	Facebook	13_17	13-17	2	1	4835	967	95	0
Nyhetssajten Europaportalen	Nyhetssajten Europaportalen	8005743307	Facebook	13_17	13-17	1	1	4676	935	43	8
Andreas Schieder	SPÖ	290881691011354	Facebook	13_17	13-17	3	1	4544	2139	53	20
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	13_17	13-17	4	1	4458	891	12	0
Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	13_17	13-17	3	1	4403	805	117	0
Grüne Jugend Baden-Württemberg	GRÜNE JUGEND Baden-Württemberg	139278729445697	Facebook	13_17	13-17	6	1	4360	597	195	0
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	13_17	13-17	1	1	4034	806	15	3
Äänioikeus.fi		753565071658403	Facebook	13_17	13-17	1	1	3868	773	76	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	13_17	13-17	2	1	3529	706	7	0
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	13_17	13-17	1	1	3178	1589	31	0
1Europa	Peter Glawischnig	320389701908367	Facebook	13_17	13-17	2	1	3145	629	62	0
Δημήτρης Γούπιος - Υποψήφιος Δημοτικός Σύμβουλος Παλαιού Φαλήρου	Georgios Kapellaris	606260353179128	Facebook	13_17	13-17	1	1	3142	628	62	0
Sverigedemokraterna Kalmar län	Kotanen Mika Erik	117200235024372	Facebook	13_17	13-17	9	1	3125	433	12	0
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	13_17	13-17	2	1	2905	581	9	1
GRÜNE im Landkreis FREISING	Bündnis 90/Die Grünen Kreisverband Freising	419905770448	Facebook	13_17	13-17	3	1	2822	446	102	0
FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	13_17	13-17	2	1	2777	485	82	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	13_17	13-17	2	1	2753	550	14	2
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	13_17	13-17	36	1	2636	573	23	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	13_17	13-17	5	1	2616	885	46	0
Angela Russo	Angela Russo 	1624334387651107	Facebook	13_17	13-17	2	1	2483	496	4	0
SPD Kreisverband Pinneberg	SPD Kreisverband Pinneberg	123555224338965	Facebook	13_17	13-17	1	1	2456	1228	24	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	13_17	13-17	2	1	2445	608	7	0
Die Grünen	Die Grünen	21759893033	Facebook	13_17	13-17	2	1	2436	487	48	0
Österreichische Gesellschaft für Europapolitik	Österreichische Gesellschaft für Europapolitik	290449626693	Facebook	13_17	13-17	1	1	2410	482	47	0
Tobias Krammer	Tobias Krammer	1643134582482219	Facebook	13_17	13-17	1	1	2408	481	47	0
CDU Altona	CDU Kreisverband Altona/Elbvororte	619070778260499	Facebook	13_17	13-17	1	1	2329	466	46	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	13_17	13-17	11	1	2309	384	76	0
SPD Plauen	SPD Plauen	289178329438	Facebook	13_17	13-17	1	1	2204	440	43	0
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	13_17	13-17	2	1	2071	414	19	3
FDP Filderstadt	Freie Demokraten Filderstadt	1470761319809502	Facebook	13_17	13-17	2	1	2058	411	40	0
Jusos Pinneberg	Jusos Pinneberg	68141565265	Facebook	13_17	13-17	1	1	1987	397	39	0
SPD Wandsbek	Andre Schneider	182588003457	Facebook	13_17	13-17	18	1	1923	24	181	0
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	13_17	13-17	2	1	1801	360	8	1
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	13_17	13-17	1	1	1679	335	16	3
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	13_17	13-17	2	1	1630	326	32	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	13_17	13-17	8	1	1621	287	46	0
Josef Caruana	Josef Caruana	166617437361908	Facebook	13_17	13-17	2	1	1497	299	29	0
Inger Staahl Jensen i Europa-Parlamentet	Inger Staahl Jensen	586553418054920	Facebook	13_17	13-17	3	1	1495	0	19	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	13_17	13-17	4	1	1457	296	23	4
Zenia Stampe	Zenia Stampe	127344360615074	Facebook	13_17	13-17	2	1	1402	236	18	3
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	13_17	13-17	2	1	1338	267	26	0
Jakob Schäuble	FDP Ingolstadt	1873283949575191	Facebook	13_17	13-17	2	1	1305	0	129	0
Frank Psaila	Frank Psaila	458318884361628	Facebook	13_17	13-17	1	1	1294	647	12	0
Grüne Mannheim	BÜNDNIS 90/DIE GRÜNEN Kreisverband Mannheim	123290727868673	Facebook	13_17	13-17	4	1	1262	334	49	0
Grüne Jugend Augsburg	Grüne Jugend Augsburg	102909819848567	Facebook	13_17	13-17	2	1	1226	0	121	0
Hicham El Mzairh	Hicham El Mzairh	39050546817	Facebook	13_17	13-17	1	1	1214	607	12	0
FÜR Karlsruhe	FÜR Karlsruhe - Politik mit christlicher Herzenshaltung e.V.	260790977428638	Facebook	13_17	13-17	4	1	1190	160	54	0
Amaya Fernández	PP	486996548359961	Facebook	13_17	13-17	1	1	1179	235	23	0
Claudia Gamon	NEOS	447992848717452	Facebook	13_17	13-17	2	1	1171	234	11	2
Simon Lejeune	Lejuene Simon Paul F	1721305591241017	Facebook	13_17	13-17	4	1	1168	213	31	0
Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	13_17	13-17	1	1	1155	231	22	0
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	13_17	13-17	5	1	1119	305	19	0
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	13_17	13-17	3	1	1067	133	52	0
Alternativet	Alternativet	676061179094769	Facebook	13_17	13-17	1	1	968	0	12	0
SPD Neckarsulm	SPD Neckarsulm	140119866067404	Facebook	13_17	13-17	3	1	964	129	44	0
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	13_17	13-17	2	1	951	476	9	0
Kim Alloo	Alloo Kim	2165082146846340	Facebook	13_17	13-17	2	1	947	162	29	0
Barlabás András	Barlabás András	137851763633896	Facebook	13_17	13-17	2	1	944	0	2	1
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	13_17	13-17	2	1	934	186	21	0
Jonas Bruns	Jonas Bruns	2138908233101805	Facebook	13_17	13-17	2	1	887	0	87	0
Junge Union Aurich	CDU Stadtverband Aurich und Junge Union Aurich	204261220053348	Facebook	13_17	13-17	1	1	859	429	8	0
