advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	65_	65+	11	1	29098	7023	102	16
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	65_	65+	2	1	28991	14495	175	53
People's Vote UK	People's Vote	748608695327755	Facebook	65_	65+	15	1	28792	7021	358	39
VVD	VVD	121264564551002	Facebook	65_	65+	5	1	28644	11563	150	27
Приоритети	БЗНС	1163987410423594	Facebook	65_	65+	14	1	28451	6725	320	0
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	65_	65+	9	1	28395	6179	114	0
Nicola Danti	Nicola Danti	241424056063716	Facebook	65_	65+	3	1	28083	6793	86	0
En Comú Podem	En Comú Podem	463627663844039	Facebook	65_	65+	2	1	28051	5610	279	56
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	65_	65+	8	1	28004	8664	569	136
Simona Bonafè	Simona Bonafè	145437958954905	Facebook	65_	65+	4	1	26905	7312	293	39
Matteo Renzi	Matteo Renzi	113335124914	Facebook	65_	65+	3	1	26760	5840	65	0
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	65_	65+	1	1	26497	10599	52	26
Carlo Calenda	Siamo Europei	131887960826264	Facebook	65_	65+	1	1	26010	10404	25	5
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	65_	65+	6	1	25790	10849	111	47
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	65_	65+	1	1	25543	12771	591	118
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	65_	65+	1	1	25248	12624	125	25
Pierfrancesco Majorino	Pierfrancesco Majorino	194123260626794	Facebook	65_	65+	3	1	25081	6287	94	0
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	65_	65+	3	1	24842	11022	109	20
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	65_	65+	2	1	24396	12053	149	74
Mi Hazánk Mozgalom		620030171664750	Facebook	65_	65+	2	1	24374	4874	11	4
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	65_	65+	7	1	24122	5835	63	9
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	65_	65+	3	1	23864	11074	105	21
Werner Kogler	Die Grünen	133612666671985	Facebook	65_	65+	1	1	23827	9531	238	47
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	65_	65+	2	1	23462	6067	233	37
Markel Olano	EAJ-PNV	898191063533170	Facebook	65_	65+	5	1	23303	9795	124	16
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	65_	65+	14	1	23224	5898	53	0
Brando Benifei	Brando Benifei	291380024325396	Facebook	65_	65+	4	1	23042	5775	135	0
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	65_	65+	2	1	23016	5742	44	8
Sergio Chiamparino	Andrea Maccagno	263544377156823	Facebook	65_	65+	3	1	22902	4580	54	0
Paolo De Castro	Paolo De Castro	441907505922632	Facebook	65_	65+	4	1	22301	4427	114	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	65_	65+	12	1	22043	5050	96	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	65_	65+	4	1	21956	4555	96	12
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	65_	65+	10	1	21898	5267	153	8
Bayernpartei	Bayernpartei	78309442751	Facebook	65_	65+	7	1	21830	4572	229	41
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	65_	65+	3	1	21582	4211	283	37
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	65_	65+	18	1	21324	3923	326	20
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	65_	65+	5	1	21144	8945	43	8
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	65_	65+	3	1	20948	5006	63	0
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	65_	65+	22	1	20620	3757	53	11
Alex Salmond	Slainte Media	136191876445102	Facebook	65_	65+	1	1	20444	4088	46	0
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	65_	65+	5	1	20305	4383	48	0
USR Maramureș	USR Maramureș	1750327845246533	Facebook	65_	65+	1	1	20293	8117	42	8
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	65_	65+	3	1	20222	5572	80	0
SPEA - Sociedade Portuguesa para o Estudo das Aves	SPEA - Sociedade Portuguesa para o Estudo das Aves	152559446094	Facebook	65_	65+	3	1	20153	5087	107	0
Mark Durkan	Fine Gael	2002340613394109	Facebook	65_	65+	1	1	20117	10059	200	100
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	65_	65+	1	1	20090	10045	100	20
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	65_	65+	8	1	20027	9299	144	15
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	65_	65+	5	1	19866	3973	39	0
EAJ-PNV	EAJ-PNV	26830001203	Facebook	65_	65+	5	1	19854	9518	111	15
PS Région bruxelloise	PS Région bruxelloise	279112515484034	Facebook	65_	65+	6	1	19791	4643	248	30
Ian Borg	Ian Borg	151496594943131	Facebook	65_	65+	5	1	19526	4374	78	0
Jacopo Alberti Consigliere Regionale LEGA Salvini Toscana	JACOPO ALBERTI	1583213175233477	Facebook	65_	65+	6	1	19343	6080	96	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	65_	65+	3	1	18942	3788	37	0
Sofia Sakorafa	Sofia Sakorafa	211831995597479	Facebook	65_	65+	1	1	18929	3786	37	0
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	65_	65+	6	1	18895	5116	105	0
Fabrizio Ferrandelli		73230810464	Facebook	65_	65+	1	1	18710	9355	93	18
Andrea Cozzolino	Andrea Cozzolino	1449151341981719	Facebook	65_	65+	2	1	18618	5134	74	0
Federico Perugini	Federico Perugini	356449288308129	Facebook	65_	65+	3	1	18454	6543	80	9
GMB Union	GMB Union	103295786760891	Facebook	65_	65+	4	1	18378	3675	48	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	65_	65+	4	1	18075	4489	77	0
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	65_	65+	2	1	17784	3557	110	17
Dr. Szoboszlay György Csaba, közszereplő, LMP	Szoboszlay György Csaba	202727753244884	Facebook	65_	65+	1	1	17413	3482	53	10
Daniele Viotti	Daniele Viotti	138574576313444	Facebook	65_	65+	4	1	17285	4501	61	0
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	65_	65+	7	1	17258	4454	74	7
MSZP	MSZP	115388925185513	Facebook	65_	65+	5	1	17219	4256	48	9
Harald Vilimsky	FPÖ	547597092025909	Facebook	65_	65+	4	1	17160	6066	33	5
Roberto Battiston in Europa	Corrado Denaro	1088184664716532	Facebook	65_	65+	1	1	16926	3385	33	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	65_	65+	72	1	16828	390	1514	0
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	65_	65+	5	1	16518	4084	114	41
Cruel	In Progress	1949870255322243	Facebook	65_	65+	1	1	16469	6588	32	16
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	65_	65+	1	1	16385	8193	16	0
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	65_	65+	11	1	15919	3887	55	2
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	65_	65+	2	1	15893	3178	101	17
Federación Socialista Asturiana FSA-PSOE	Federación Socialista Asturiana FSA-PSOE	48426568814	Facebook	65_	65+	2	1	15722	3214	156	30
DIE LINKE	DIE LINKE	47694585682	Facebook	65_	65+	4	1	15687	3718	178	23
Cécile  Kyenge Kashetu	Cécile  Kyenge Kashetu	191585464317302	Facebook	65_	65+	6	1	15639	3771	144	0
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	65_	65+	19	1	15624	2985	382	21
Barbara Pas	Vlaams Belang	365242667182267	Facebook	65_	65+	1	1	15490	7745	77	38
Platforma Obywatelska	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	65_	65+	2	1	15342	4206	35	5
Adrián Barbón	Federación Socialista Asturiana FSA-PSOE	281802578697399	Facebook	65_	65+	2	1	14973	3048	31	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	65_	65+	3	1	14880	2976	44	0
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	65_	65+	18	1	14834	2495	367	23
Romania #nuepsd	Future Innovation	293215748279337	Facebook	65_	65+	1	1	14831	5932	6	3
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	65_	65+	5	1	14499	3418	50	0
Alberto Cirio	RedAbissi	1391061901114543	Facebook	65_	65+	10	1	14304	3301	114	0
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	65_	65+	2	1	14061	3356	131	26
Furio Honsell	Davide Bressan	534334929944459	Facebook	65_	65+	1	1	13941	2788	27	0
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	65_	65+	1	1	13859	6929	69	13
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	65_	65+	22	1	13668	2592	303	17
Dino Giarrusso	Dino Giarrusso	987371561280376	Facebook	65_	65+	2	1	13529	3545	48	0
Γιάννης Δάλμας	Ioannis Dalmas	321260791914587	Facebook	65_	65+	2	1	13484	2658	45	0
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	65_	65+	2	1	13421	2684	101	18
Jarosław Sellin - oficjalna strona	Cityboard Media Sp. z o.o.	251126394921117	Facebook	65_	65+	1	1	13395	2679	31	6
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	65_	65+	4	1	13365	3599	59	11
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	65_	65+	2	1	13363	2672	26	0
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości	612725748801524	Facebook	65_	65+	8	1	13342	2865	40	5
RMDSZ	RMDSZ	102601499822802	Facebook	65_	65+	10	1	13281	3493	14	0
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	65_	65+	6	1	13227	5178	30	4
Scientists for EU	Scientists for EU	642444842524195	Facebook	65_	65+	1	1	13214	6607	76	15
Massimiliano Smeriglio	Massimiliano Smeriglio	182266801912488	Facebook	65_	65+	5	1	13183	5987	174	0
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	65_	65+	12	1	13096	2796	104	6
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	65_	65+	3	1	13081	2855	32	0
Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	65_	65+	2	1	13039	2607	55	0
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	65_	65+	2	1	12905	2581	31	0
PNL Oradea	PNL Oradea	304085190083197	Facebook	65_	65+	6	1	12889	3099	27	4
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	65_	65+	16	1	12847	3082	197	12
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	65_	65+	1	1	12836	6418	37	7
Donato Forcillo - candidato Parlamento Europeo M5S - Sardegna/Sicilia	Donato Forcillo	348043952450383	Facebook	65_	65+	19	1	12829	1887	523	0
Alberto Bova - Candidato Sindaco	Comitato Elettorale Alberto Bova	146020142780997	Facebook	65_	65+	2	1	12825	2512	51	0
prof. dr. Vytautas Radžvilas	prof. dr. Vytautas Radžvilas	62378591336	Facebook	65_	65+	3	1	12800	2488	59	0
Frédéric Daerden	Frédéric Charles R Daerden	341897923206486	Facebook	65_	65+	1	1	12725	2545	127	25
Maggie De Block	Maggie De Block	1410219772556421	Facebook	65_	65+	24	1	12662	2909	329	0
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	65_	65+	8	1	12622	4366	95	0
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	65_	65+	4	1	12545	3091	59	0
Norbert Kaczmarczyk Poseł na Sejm RP	Kukiz'15 • Posłowie	814991668621838	Facebook	65_	65+	2	1	12488	2497	7	0
Έλληνες Ριζοσπάστες	Leonidas Chrysochoou	2076559345980059	Facebook	65_	65+	2	1	12441	2488	24	0
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	65_	65+	3	1	12402	3273	123	19
PSOE de Castilla-La Mancha	PSOE de Castilla-La Mancha	310081965717560	Facebook	65_	65+	1	1	11940	2388	23	0
Γιώργος Ξηραδάκης - Υποψήφιος Ευρωβουλευτής	George Xiradakis	300217683952795	Facebook	65_	65+	5	1	11939	2771	57	0
Amnesty International Polska	Amnesty International Polska	57544755889	Facebook	65_	65+	3	1	11904	2650	35	7
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	65_	65+	2	1	11769	4574	45	7
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	65_	65+	4	1	11608	2321	31	4
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	65_	65+	5	1	11569	2314	127	0
Λυδία Ιωαννίδου Μουζάκα	mastologos	318223092210594	Facebook	65_	65+	1	1	11341	2268	22	0
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	65_	65+	5	1	11291	2428	48	13
Margrete Auken	SF	36730930417	Facebook	65_	65+	6	1	11225	4461	100	20
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	65_	65+	16	1	11206	4401	91	17
PSIB	PSIB-PSOE	182797475074265	Facebook	65_	65+	1	1	11193	2238	22	0
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	65_	65+	1	1	11188	5594	43	21
USR Hunedoara	Uniunea Salvați România - USR	250986431933338	Facebook	65_	65+	2	1	11158	2231	23	4
Caio Mussolini	Caio Mussolini	2393234914229651	Facebook	65_	65+	1	1	11157	5578	27	5
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	65_	65+	5	1	11073	3352	76	0
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	65_	65+	4	1	11054	3547	27	8
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	65_	65+	3	1	10951	2190	11	1
Andreas Schieder	SPÖ	290881691011354	Facebook	65_	65+	3	1	10895	5288	119	52
ver.di	la red	252085013582	Facebook	65_	65+	1	1	10836	5418	108	54
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	65_	65+	5	1	10797	2159	19	9
Damiano Bormolini	Enrico Gobbi	286055062304030	Facebook	65_	65+	1	1	10723	2144	107	21
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	65_	65+	9	1	10683	1998	88	0
Ecolo Hainaut	Ecolo Hainaut	121653681195914	Facebook	65_	65+	2	1	10664	2703	36	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	65_	65+	4	1	10565	2113	85	15
Ιωάννης Σγουρός	Ιωαννης Σγουρος	1401098180146606	Facebook	65_	65+	3	1	10530	2248	24	0
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	65_	65+	3	1	10431	2427	46	0
Alessandra Nardini	Alessandra Nardini	1393257504323165	Facebook	65_	65+	8	1	10429	3085	174	0
Angelika Niebler	Angelika Niebler	183448258342806	Facebook	65_	65+	1	1	10298	2059	20	0
Peter Van Kemseke	Van Kemseke Peter Leo S	397455370285369	Facebook	65_	65+	1	1	10238	2047	102	20
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	65_	65+	1	1	10225	2045	39	7
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	65_	65+	4	1	10034	2476	62	0
Sinn Féin Ireland	Sinn Féin	148726998530273	Facebook	65_	65+	1	1	9892	1978	19	0
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	65_	65+	15	1	9847	3904	156	4
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	65_	65+	1	1	9767	1953	19	0
Pina Picierno	SocialCom	212896992084952	Facebook	65_	65+	10	1	9710	1821	240	0
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	65_	65+	4	1	9636	2405	55	19
Ældre Sagen	Ældre Sagen	126543540781090	Facebook	65_	65+	3	1	9574	1915	127	25
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	65_	65+	2	1	9566	2358	22	3
GroenLinks	GroenLinks	175740570505	Facebook	65_	65+	3	1	9543	4635	75	8
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	65_	65+	9	1	9449	2552	93	17
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	65_	65+	3	1	9367	2912	53	22
Gwendolyn Rutten	Gwendolyn Rutten	149158155084	Facebook	65_	65+	23	1	9271	1496	210	0
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	65_	65+	3	1	9211	2721	106	14
USR Sibiu	Uniunea Salvați România	1028428697211383	Facebook	65_	65+	5	1	9198	1839	25	2
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	65_	65+	2	1	9167	1833	30	0
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	65_	65+	3	1	9137	1788	36	0
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	65_	65+	6	1	9099	2227	90	12
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	65_	65+	2	1	9028	1805	30	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	65_	65+	7	1	8946	2594	76	0
Paolo Borchia	Paolo Borchia	577383699442272	Facebook	65_	65+	1	1	8935	1787	17	0
Alessandro Fusacchia	Alessandro Fusacchia	1045017942325647	Facebook	65_	65+	2	1	8898	1779	91	17
Γιώργος Ρωμανιάς - Giorgos Romanias	Γεωργιος Ρωμανιας	323464321610249	Facebook	65_	65+	7	1	8849	2701	183	0
Patricija Šulin	SDS - Slovenska demokratska stranka	1541413339429015	Facebook	65_	65+	3	1	8829	1765	41	0
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	65_	65+	4	1	8816	1751	104	15
Lynn Wesenbeek - Lijstduwer Open Vld Europa	Arendsoog	280977886188439	Facebook	65_	65+	1	1	8808	1761	87	17
Dante Cattaneo	Dante Cattaneo	256298824546192	Facebook	65_	65+	7	1	8699	3174	152	0
Poliitikko Sami Yli-Rahnasto	Pohjanmaan Kokoomus ry	371635287025743	Facebook	65_	65+	1	1	8694	1738	17	0
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	65_	65+	3	1	8678	2042	25	0
ActionAid Sweden	ActionAid Sweden	18880778360	Facebook	65_	65+	2	1	8644	1729	80	16
