advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rd3	Last 3 days	FI	Finland	3	1	1124996	449999	11247	2249
Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	rd3	Last 3 days	FI	Finland	132	1	135255	14940	7481	0
Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	rd3	Last 3 days	FI	Finland	27	1	104524	20707	1408	0
Miapetra Kumpula-Natri		922311201130062	Facebook	rd3	Last 3 days	FI	Finland	10	1	96327	18916	1309	150
Piia Kurki		270567833058986	Facebook	rd3	Last 3 days	FI	Finland	4	1	79997	17499	597	99
Kokoomus		201285237101	Facebook	rd3	Last 3 days	FI	Finland	6	1	75996	20600	546	50
Sosialidemokraatit SDP		108945982480217	Facebook	rd3	Last 3 days	FI	Finland	14	1	63986	17999	1386	0
Euroopan komissio Suomessa - Europeiska kommissionen i Finland		139489762782508	Facebook	rd3	Last 3 days	FI	Finland	2	1	56249	22500	74	0
Camilla Gunell till EU 2019		360575481205047	Facebook	rd3	Last 3 days	FI	Finland	4	1	55993	13997	184	0
Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	rd3	Last 3 days	FI	Finland	23	1	55513	11104	1099	0
Kaisa Penny		259256970891807	Facebook	rd3	Last 3 days	FI	Finland	8	1	49337	19258	601	58
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	rd3	Last 3 days	FI	Finland	8	1	47784	9208	565	14
Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	rd3	Last 3 days	FI	Finland	5	1	38473	8113	598	60
Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	rd3	Last 3 days	FI	Finland	9	1	35661	8333	611	33
Mikkel Näkkäläjärvi		617733068345315	Facebook	rd3	Last 3 days	FI	Finland	9	1	34078	10000	462	0
Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	rd3	Last 3 days	FI	Finland	7	1	27992	7999	692	0
Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	rd3	Last 3 days	FI	Finland	4	1	27247	8249	297	0
Janne Parkkila - Vasemmistoliitto		354424931606915	Facebook	rd3	Last 3 days	FI	Finland	2	1	21665	5833	82	0
Mikael Ropo	Ropo Mikael Leo Olavi	286521901512868	Facebook	rd3	Last 3 days	FI	Finland	8	1	21587	4039	232	0
Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	rd3	Last 3 days	FI	Finland	11	1	21360	4833	564	0
Leena Zittling - Eurovaaliehdokas 2019 - KOK		804330503290879	Facebook	rd3	Last 3 days	FI	Finland	3	1	19996	6999	296	0
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	rd3	Last 3 days	FI	Finland	4	1	19995	3999	395	0
Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	rd3	Last 3 days	FI	Finland	6	1	19758	5380	344	0
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	rd3	Last 3 days	FI	Finland	9	1	18743	2950	688	0
Janika Takatalo	Takatalo Janika Emmi Kristiina	1380023342235751	Facebook	rd3	Last 3 days	FI	Finland	9	1	17993	2999	593	0
GRUNDIG		1508163162762486	Facebook	rd3	Last 3 days	FI	Finland	14	1	16863	7498	39	8
Niko Eskelinen poliitikko	Eskelinen Niko Olavi	1337176579662419	Facebook	rd3	Last 3 days	FI	Finland	5	1	13746	2550	351	0
Ida-Maria Skytte	Skytte Sofia Ida-Maria	1854582881493142	Facebook	rd3	Last 3 days	FI	Finland	2	1	12498	6249	223	25
Petri Sarvamaa		164624737027350	Facebook	rd3	Last 3 days	FI	Finland	3	1	12497	2500	247	0
Teuvo Hatva - eurovaaliehdokas	Maury Aino Maija	948715928850182	Facebook	rd3	Last 3 days	FI	Finland	2	1	11998	5999	118	0
Martin Norrgård	Martin Norrgårds stödförening	104405313050307	Facebook	rd3	Last 3 days	FI	Finland	2	1	11713	2142	120	0
Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	rd3	Last 3 days	FI	Finland	4	1	10997	3000	264	0
Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	rd3	Last 3 days	FI	Finland	3	1	9997	1999	197	0
Christoffer Hällfors	Christoffer Hällfors	166764656737212	Facebook	rd3	Last 3 days	FI	Finland	4	1	9995	1999	197	0
Aura Salla		357502994332188	Facebook	rd3	Last 3 days	FI	Finland	2	1	9284	3142	141	0
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	rd3	Last 3 days	FI	Finland	1	1	7499	3749	74	0
Henrik Wickström		448116415229902	Facebook	rd3	Last 3 days	FI	Finland	3	1	5741	1028	161	0
Catharina von Schoultz - politik - sfp/rkp	Von Schoultz Catharina Gabriella Elisabeth	1745255925752597	Facebook	rd3	Last 3 days	FI	Finland	2	1	5284	2142	141	0
Sirpa Pietikäinen		140188405326	Facebook	rd3	Last 3 days	FI	Finland	1	1	4998	999	98	0
Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	rd3	Last 3 days	FI	Finland	4	1	4663	833	313	0
Olli-Pekka Nyberg	NYBERG OLLI-PEKKA	291483185114189	Facebook	rd3	Last 3 days	FI	Finland	1	1	4285	2142	42	0
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	rd3	Last 3 days	FI	Finland	1	1	4147	829	8	0
Trasek ry	Trasek ry	384673691545854	Facebook	rd3	Last 3 days	FI	Finland	1	1	3749	750	74	0
Anna Jungner-Nordgren		126206450772264	Facebook	rd3	Last 3 days	FI	Finland	1	1	3749	1875	37	0
