country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	w019	Week 19	2019-05-06	2019-05-12	3916	283	36422231	13492634	381301	23174
ES	Spain	w018	Week 18	2019-04-29	2019-05-05	2902	292	18336665	6559294	155635	10971
ES	Spain	w017	Week 17	2019-04-22	2019-04-28	9047	419	247756453	98213031	1880365	302400
ES	Spain	w016	Week 16	2019-04-15	2019-04-21	6504	451	136940771	47440905	895055	97402
ES	Spain	w015	Week 15	2019-04-08	2019-04-14	2090	598	41869453	17584019	213717	40180
ES	Spain	w014	Week 14	2019-04-01	2019-04-07	1247	522	11133062	4459441	53500	6713
ES	Spain	w013	Week 13	2019-03-25	2019-03-31	1065	430	13681945	5746495	64717	9687
ES	Spain	w012	Week 12	2019-03-18	2019-03-24	1240	412	7867103	2879677	69031	3677
ES	Spain	w011	Week 11	2019-03-11	2019-03-17	730	297	10421950	3906273	58554	7519
ES	Spain	w010	Week 10	2019-03-04	2019-03-10	737	267	6797515	2630963	42676	1740
ES	Spain	w009	Week 9	2019-02-25	2019-03-03	261	107	2256533	932153	8903	637
ES	Spain	w008	Week 8	2019-02-18	2019-02-24	197	83	2646175	1163262	6108	770
ES	Spain	w007	Week 7	2019-02-11	2019-02-17	180	73	3754499	1595893	22395	7493
ES	Spain	w006	Week 6	2019-02-04	2019-02-10	147	58	1374628	510580	8119	1304
ES	Spain	w005	Week 5	2019-01-28	2019-02-03	188	60	2211406	911570	6734	643
ES	Spain	w004	Week 4	2019-01-21	2019-01-27	266	48	1730560	552315	17415	474
ES	Spain	w003	Week 3	2019-01-14	2019-01-20	134	49	816797	328898	3214	460
ES	Spain	w002	Week 2	2019-01-07	2019-01-13	98	40	229253	80675	2089	240
ES	Spain	w001	Week 1	2019-01-01	2019-01-06	85	36	416307	150178	2122	331
