advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	1k_5k	1k - 5k	SE	Sweden	13	1	5359409	2457546	39344	10414
Moderaterna	Moderaterna	7719591155	Facebook	1k_5k	1k - 5k	SE	Sweden	29	1	4942847	2213168	80491	18643
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	1k_5k	1k - 5k	SE	Sweden	12	1	2804790	1338526	30860	6172
European Commission	European Commission	107898832590939	Facebook	1k_5k	1k - 5k	SE	Sweden	4	1	2018696	1009349	10091	2018
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	1k_5k	1k - 5k	SE	Sweden	10	1	1610670	694256	25716	5143
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	1k_5k	1k - 5k	SE	Sweden	17	1	1527353	727580	43718	8743
European Greens	European Greens	141366725876424	Facebook	1k_5k	1k - 5k	SE	Sweden	5	1	1309460	553785	20090	4018
SSU	SSU	45101268520	Facebook	1k_5k	1k - 5k	SE	Sweden	7	1	888645	416554	18001	3600
European Parliament	European Parliament	178362315106	Facebook	1k_5k	1k - 5k	SE	Sweden	4	1	705232	302376	10036	2007
Vänsterpartiet Göteborg	Vänsterpartiet Göteborg	175873745789190	Facebook	1k_5k	1k - 5k	SE	Sweden	3	1	666483	277702	7715	1543
Centerpartiets Ungdomsförbund	Centerpartiets Ungdomsförbund	110793008936879	Facebook	1k_5k	1k - 5k	SE	Sweden	2	1	388782	166621	5143	1028
Centerpartiet	Centerpartiet	12690894340	Facebook	1k_5k	1k - 5k	SE	Sweden	2	1	333242	138851	5143	1028
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	1k_5k	1k - 5k	SE	Sweden	5	1	305470	127743	12858	2571
Karin Karlsbro - Liberalerna.	Liberalerna	559163754139097	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	277702	111081	2571	514
Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	1k_5k	1k - 5k	SE	Sweden	3	1	277701	138851	7715	1543
Svenskt Näringsliv	Svenskt Näringsliv	90882504375	Facebook	1k_5k	1k - 5k	SE	Sweden	2	1	166620	83310	5143	1028
Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	1k_5k	1k - 5k	SE	Sweden	2	1	138850	61094	5143	1028
Said till Europaparlamentet	Liberalernas riksorganisation	1509050235995572	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	111080	55540	2571	514
Plan International Sverige	Plan International Sverige	382243262003	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	111080	55540	2571	514
Sverige för UNHCR	Viva Media	643137272398136	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	111080	55540	2571	514
LO Sverige	LO Sverige	163820136238	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	111080	55540	2571	514
Grön Ungdom	Grön Ungdom	113234935374946	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	111079	55540	2571	514
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	55540	27770	2571	514
Miljöpartiet de Gröna i Västerbotten	Lemontzis Sofie Olga	70208617833	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	55540	27770	2571	514
Allan Widman	Liberalerna	540799486089503	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	55540	27770	2571	514
Gustav Hemming	Gustav Hemming (Centerpartiet)	722853564439941	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	55539	27770	2571	514
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	27769	5554	2571	514
European Free Alliance	European Free Alliance	46708306425	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	610	305	3	0
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	21	10	1	0
Danmarks Socialdemokratiske Ungdom (DSU)	DSU	126084211821	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	14	7	0	0
Morten Helveg Petersen	Morten Helveg Petersen	442403485851495	Facebook	1k_5k	1k - 5k	SE	Sweden	1	1	3	1	0	0
