spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SE	Sweden	223	110	906945	192743	6486	1645
50_100	50 - 100	SE	Sweden	48	20	328164	88500	3671	786
100_1k	100 - 1k	SE	Sweden	25	12	746601	289989	9919	2262
1k_5k	1k - 5k	SE	Sweden	2	2	222161	111081	5143	1028
