advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
INBOX	New Digital Media	369693523475596	Facebook	18_24	18-24	EL	Greece	11	1	370213	162966	410	50
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	18_24	18-24	EL	Greece	1	1	225969	90387	225	45
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	18_24	18-24	EL	Greece	11	1	144652	51849	273	0
Cruel	In Progress	1949870255322243	Facebook	18_24	18-24	EL	Greece	1	1	132045	52818	263	132
Οι Έλληνες	In Progress	2273336566260671	Facebook	18_24	18-24	EL	Greece	2	1	104993	44218	276	138
Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	18_24	18-24	EL	Greece	2	1	93744	18749	185	0
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	18_24	18-24	EL	Greece	1	1	76850	30740	153	76
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	18_24	18-24	EL	Greece	1	1	68803	34401	171	34
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	18_24	18-24	EL	Greece	1	1	66776	26710	133	66
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	18_24	18-24	EL	Greece	7	1	63162	12572	154	0
In Progress	In Progress	254883792041627	Facebook	18_24	18-24	EL	Greece	1	1	63160	25264	126	63
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	18_24	18-24	EL	Greece	6	1	63126	18881	207	52
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	18_24	18-24	EL	Greece	5	1	42460	8985	97	0
Δημήτρης Κωνσταντακόπουλος	Δημητριος Κωνσταντακοπουλος	912293735783615	Facebook	18_24	18-24	EL	Greece	1	1	33422	6684	66	0
Dimitris Aslanidis	Dimitrios Aslanidis	617015765409839	Facebook	18_24	18-24	EL	Greece	1	1	29679	5935	58	0
Παύλος Ελευθεριάδης	Pavlos Eleftheriadis	768996799785550	Facebook	18_24	18-24	EL	Greece	4	1	24864	4973	62	0
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	18_24	18-24	EL	Greece	3	1	24310	5105	54	0
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	18_24	18-24	EL	Greece	43	1	24183	5361	263	0
Ιωάννης Σγουρός	Ιωαννης Σγουρος	1401098180146606	Facebook	18_24	18-24	EL	Greece	3	1	22135	5300	66	0
European Parliament	European Parliament	178362315106	Facebook	18_24	18-24	EL	Greece	1	1	17249	6900	17	3
Κατερίνα Κούτρη - Katerina Koutri	Aikaterini Koutri	314010635931171	Facebook	18_24	18-24	EL	Greece	1	1	15713	3142	31	0
Έλληνες Ριζοσπάστες	Leonidas Chrysochoou	2076559345980059	Facebook	18_24	18-24	EL	Greece	2	1	15236	3047	30	0
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	18_24	18-24	EL	Greece	5	1	14588	3562	59	0
Πατριωτική Ριζοσπαστική Ένωση	Ελευθεριος Συναδινος	2119221251680890	Facebook	18_24	18-24	EL	Greece	1	1	14222	2844	28	0
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	18_24	18-24	EL	Greece	2	1	14206	3598	48	0
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	18_24	18-24	EL	Greece	4	1	12960	2561	119	0
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	18_24	18-24	EL	Greece	2	1	12540	2508	58	8
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	18_24	18-24	EL	Greece	6	1	12489	4106	81	0
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	18_24	18-24	EL	Greece	3	1	10535	2800	27	2
Γιώργος Ξηραδάκης - Υποψήφιος Ευρωβουλευτής	George Xiradakis	300217683952795	Facebook	18_24	18-24	EL	Greece	5	1	9473	3387	105	0
European Commission	European Commission	107898832590939	Facebook	18_24	18-24	EL	Greece	2	1	8765	4382	21	4
Νίκος Πέππας - Υποψήφιος Δημοτικός Σύμβουλος	Νίκος Πέππας	589295414486770	Facebook	18_24	18-24	EL	Greece	4	1	7910	1575	44	0
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	18_24	18-24	EL	Greece	1	1	7229	1445	72	14
Ισμήνη Μώρου - Υποψήφια Ευρωβουλευτής	Μωρου Ισμηνη	650014548746122	Facebook	18_24	18-24	EL	Greece	2	1	6861	1708	22	0
Ιωακείμ Καλλιβρούσης - Υποψ. Δημ. Σύμβουλος Δήμου Αθηναίων	Ιωακείμ Καλλιβρούσης	157899748482447	Facebook	18_24	18-24	EL	Greece	2	1	6778	1355	34	0
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	18_24	18-24	EL	Greece	1	1	6161	3080	30	6
Kleopatra Sidiropoulou Υποψήφια Ευρωεκλογών με το Ποτάμι	Kleopatra Sidiropoulou	272999270266817	Facebook	18_24	18-24	EL	Greece	1	1	5457	1091	10	0
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	18_24	18-24	EL	Greece	1	1	4973	994	9	0
Ζωγράφου Ώρα για δουλειά	Vasilis Thodas	618521531881415	Facebook	18_24	18-24	EL	Greece	1	1	4886	2443	48	0
Κουρουμπλής Παναγιώτης/Kouroumplis Panagiotis	Panagiotis Kouroumplis	248244001876102	Facebook	18_24	18-24	EL	Greece	1	1	4123	824	8	0
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	18_24	18-24	EL	Greece	1	1	3708	741	7	0
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	18_24	18-24	EL	Greece	1	1	3137	627	62	0
Δημήτρης Παπαδημούλης	Dimitrios Papadimoulis	528797520505550	Facebook	18_24	18-24	EL	Greece	1	1	2981	596	5	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	18_24	18-24	EL	Greece	2	1	2825	680	8	0
Δημήτριος Μελάς	Σ. Παυλιδης	322928891749288	Facebook	18_24	18-24	EL	Greece	8	1	2825	494	83	0
ΣΥΜΠΟΛΙΤΕΙΑ	Dimitra Kehagia	748401935189589	Facebook	18_24	18-24	EL	Greece	3	1	2605	960	46	0
Μάκης Παπαδόπουλος - Ο Τόπος Της Ζωής Μας	Μάκης Παπαδόπουλος	1433780063507247	Facebook	18_24	18-24	EL	Greece	1	1	2559	511	50	0
Θάνος Δούρος - Υποψήφιος Δημοτικός Σύμβουλος με το Σπιράλ	Αθανασιος Δουρος	244248349814901	Facebook	18_24	18-24	EL	Greece	4	1	1786	274	68	0
Βασίλης Κωτσιόπουλος Υπ.Ευρωβουλευτής	Β. Κωτσιόπουλος	1524942397638885	Facebook	18_24	18-24	EL	Greece	1	1	1437	287	28	0
Έλενα Κουντουρά	Elena Kountoura	268593946525928	Facebook	18_24	18-24	EL	Greece	1	1	1229	614	12	0
Politico Lab	Politico Lab	1092676900776165	Facebook	18_24	18-24	EL	Greece	2	1	1194	388	48	0
Οικολογία Αλληλεγγύη	Γεώργιος Πανούχος	202906359747419	Facebook	18_24	18-24	EL	Greece	2	1	1170	234	5	0
Υποψήφιος Ευρωβουλευτής Νικόλας Καρακίτσος	Nikolaos Karakitsos	299812430697382	Facebook	18_24	18-24	EL	Greece	1	1	1128	225	22	0
Σακελλαρίου Βασιλική / Βίκυ - Sakellariou Vasiliki / Vicky	Vasiliki Sakellariou	574037653104636	Facebook	18_24	18-24	EL	Greece	1	1	1090	218	21	0
Βαγγέλης Τσαμήτας - Υποψήφιος Δήμαρχος Αλίμου	Baggelis Tsamitas	794521677550806	Facebook	18_24	18-24	EL	Greece	1	1	1032	206	20	0
Αλλάζουμε Νοοτροπία - Αλλάζουμε μαζί Αθανάσιος Κατσίμπελης	Athanasios Katsimpelis	275653935665	Facebook	18_24	18-24	EL	Greece	1	1	941	188	18	0
Κύμα Ενωμένων Πολιτών - Δημήτρης Δαβάκης	Dimitrios Davakis	1514283778797349	Facebook	18_24	18-24	EL	Greece	1	1	869	174	17	0
Μανώλης Γλυνός	Emmanouil Glynos	968742453313048	Facebook	18_24	18-24	EL	Greece	5	1	830	126	32	0
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	18_24	18-24	EL	Greece	1	1	802	160	15	0
