country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	m25_34	male (25-34)	1726	424	3393787	1156091	14892	1436
CY	Cyprus	m18_24	male (18-24)	1601	394	2825269	975639	11216	1202
CY	Cyprus	m35_44	male (35-44)	1690	417	2653215	868159	11832	986
CY	Cyprus	m45_54	male (45-54)	1631	405	2130722	665591	9771	631
CY	Cyprus	f25_34	female (25-34)	1803	446	1990455	711577	9236	1118
CY	Cyprus	f35_44	female (35-44)	1760	435	1835747	638168	8618	912
CY	Cyprus	f18_24	female (18-24)	1661	412	1771526	637516	7117	904
CY	Cyprus	m55_64	male (55-64)	1503	377	1728244	492625	7535	282
CY	Cyprus	f45_54	female (45-54)	1703	422	1568786	517252	7065	604
CY	Cyprus	f55_64	female (55-64)	1563	391	1324504	392303	5461	260
