advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	f35_44	female (35-44)	401	1	6469329	2888710	35576	8178
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f35_44	female (35-44)	5216	1	5418693	1475313	73041	4208
CDU	CDU	78502295414	Facebook	f35_44	female (35-44)	13912	1	4578062	972453	154742	420
European Greens	European Greens	141366725876424	Facebook	f35_44	female (35-44)	75	1	2411562	1103621	20748	5311
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f35_44	female (35-44)	2219	1	2215355	574227	46923	2521
Best For Britain	Best for Britain	1863944713844924	Facebook	f35_44	female (35-44)	74	1	2018995	845911	16237	3682
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	f35_44	female (35-44)	127	1	2001732	857467	19111	4576
Fidesz	Fidesz	9844779306	Facebook	f35_44	female (35-44)	122	1	1913204	840261	9212	3954
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	f35_44	female (35-44)	44	1	1824601	830610	2603	537
FDP	FDP	21289227249	Facebook	f35_44	female (35-44)	1361	1	1699978	487731	18327	508
Avaaz	Avaaz	8340223883	Facebook	f35_44	female (35-44)	113	1	1665304	707263	9852	2383
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	f35_44	female (35-44)	59	1	1642465	740493	11512	2585
SPD	SPD	47930567748	Facebook	f35_44	female (35-44)	2102	1	1624651	440480	29455	1198
The Labour Party	The Labour Party	25749647410	Facebook	f35_44	female (35-44)	187	1	1593523	663366	15477	2689
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	f35_44	female (35-44)	305	1	1467634	515805	14996	2559
Open Vld	Open Vld	53668151866	Facebook	f35_44	female (35-44)	112	1	1303780	557044	14933	3720
Ciudadanos	Ciudadanos	74078667754	Facebook	f35_44	female (35-44)	125	1	1297846	518037	14981	3673
Gouvernement	Gouvernement	392341217527576	Facebook	f35_44	female (35-44)	14	1	1238499	553210	11075	2355
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	f35_44	female (35-44)	216	1	1229040	501134	19958	4738
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	f35_44	female (35-44)	55	1	1011093	442120	6473	1630
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	f35_44	female (35-44)	36	1	973509	435405	2667	549
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f35_44	female (35-44)	130	1	927079	393280	2626	1109
CD&V	CD&V	52997544531	Facebook	f35_44	female (35-44)	129	1	918804	348356	7640	1391
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f35_44	female (35-44)	142	1	847543	325431	6400	1069
INBOX	New Digital Media	369693523475596	Facebook	f35_44	female (35-44)	64	1	830163	376231	1066	118
