advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	f65_	female (65+)	400	1	5943853	2669437	31868	7350
Fidesz	Fidesz	9844779306	Facebook	f65_	female (65+)	121	1	2641291	1172490	14026	5968
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	f65_	female (65+)	135	1	1159768	340005	4522	1247
Moderaterna	Moderaterna	7719591155	Facebook	f65_	female (65+)	140	1	974026	383587	17861	4383
SPD	SPD	47930567748	Facebook	f65_	female (65+)	1957	1	885542	196315	22919	492
Ciudadanos	Ciudadanos	74078667754	Facebook	f65_	female (65+)	123	1	854748	394602	8230	2421
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	f65_	female (65+)	161	1	818712	331902	10418	2598
Conservatives	The Conservative Party	8807334278	Facebook	f65_	female (65+)	1350	1	814386	183516	27533	681
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f65_	female (65+)	115	1	705660	292370	2312	990
Avaaz	Avaaz	8340223883	Facebook	f65_	female (65+)	109	1	685820	300483	3427	916
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	f65_	female (65+)	68	1	641636	268086	3287	687
MSZP	MSZP	115388925185513	Facebook	f65_	female (65+)	40	1	631655	260428	2047	840
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	f65_	female (65+)	95	1	624799	220127	2161	813
Open Vld	Open Vld	53668151866	Facebook	f65_	female (65+)	112	1	612068	259177	6775	1702
Gouvernement	Gouvernement	392341217527576	Facebook	f65_	female (65+)	14	1	599870	239121	2848	812
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	f65_	female (65+)	19	1	565619	261231	1771	818
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f65_	female (65+)	4253	1	551206	147561	8083	385
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	f65_	female (65+)	39	1	550800	236274	7131	2483
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f65_	female (65+)	2142	1	545250	141172	11487	896
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	f65_	female (65+)	36	1	531825	205108	1278	414
CDU	CDU	78502295414	Facebook	f65_	female (65+)	11870	1	519793	113785	16521	44
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	f65_	female (65+)	11	1	508573	247848	2681	534
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	f65_	female (65+)	60	1	482954	193642	13281	2897
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	f65_	female (65+)	124	1	482838	162272	8741	2742
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	f65_	female (65+)	8	1	449948	208866	2410	529
