advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	m35_44	male (35-44)	402	1	7563306	3341948	39046	8796
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	m35_44	male (35-44)	5014	1	4574564	1279896	54423	3370
CDU	CDU	78502295414	Facebook	m35_44	male (35-44)	13892	1	3868473	852550	127246	449
Fidesz	Fidesz	9844779306	Facebook	m35_44	male (35-44)	122	1	2600600	1138130	12765	5493
Avaaz	Avaaz	8340223883	Facebook	m35_44	male (35-44)	118	1	2256333	965845	12606	3263
FDP	FDP	21289227249	Facebook	m35_44	male (35-44)	1167	1	1986063	629200	20560	1024
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	m35_44	male (35-44)	59	1	1981479	879947	6220	1605
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m35_44	male (35-44)	217	1	1924986	777816	29561	7091
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m35_44	male (35-44)	2182	1	1894498	461466	48053	2615
SPD	SPD	47930567748	Facebook	m35_44	male (35-44)	2063	1	1879181	509176	34689	1421
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	m35_44	male (35-44)	59	1	1801970	806915	11365	2615
Ciudadanos	Ciudadanos	74078667754	Facebook	m35_44	male (35-44)	128	1	1729001	698866	18473	4438
Open Vld	Open Vld	53668151866	Facebook	m35_44	male (35-44)	110	1	1574885	671070	16110	4067
European Greens	European Greens	141366725876424	Facebook	m35_44	male (35-44)	76	1	1501168	691172	13624	3305
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	m35_44	male (35-44)	42	1	1385856	596776	2204	465
To Potami	To Potami	240638659452549	Facebook	m35_44	male (35-44)	19	1	1336072	609576	7463	1703
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	m35_44	male (35-44)	301	1	1246551	444151	12305	2150
INBOX	New Digital Media	369693523475596	Facebook	m35_44	male (35-44)	64	1	1226980	541993	1742	188
Moderaterna	Moderaterna	7719591155	Facebook	m35_44	male (35-44)	133	1	1168099	467673	18062	4417
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	m35_44	male (35-44)	7	1	1136105	534955	6590	1426
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m35_44	male (35-44)	43	1	1111133	486546	15656	4942
Gouvernement	Gouvernement	392341217527576	Facebook	m35_44	male (35-44)	14	1	1069024	475902	7826	1611
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m35_44	male (35-44)	20	1	1034948	482730	2391	987
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m35_44	male (35-44)	36	1	1027239	453787	15098	3701
European Commission	European Commission	107898832590939	Facebook	m35_44	male (35-44)	44	1	1018764	473688	1806	520
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m35_44	male (35-44)	23	1	995709	452144	3146	1431
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	m35_44	male (35-44)	132	1	983809	427382	2648	1107
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m35_44	male (35-44)	17	1	978691	474615	9480	3313
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	m35_44	male (35-44)	30	1	933882	404483	2566	554
Harald Vilimsky	FPÖ	547597092025909	Facebook	m35_44	male (35-44)	37	1	884475	387303	7279	1616
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	m35_44	male (35-44)	17	1	874069	421987	1324	320
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	m35_44	male (35-44)	55	1	865494	384985	5235	1337
Nicola Beer	FDP	206866712830769	Facebook	m35_44	male (35-44)	91	1	857248	343824	8941	2000
The Labour Party	The Labour Party	25749647410	Facebook	m35_44	male (35-44)	180	1	849216	354988	8615	1587
CD&V	CD&V	52997544531	Facebook	m35_44	male (35-44)	129	1	840415	322672	6835	1267
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	m35_44	male (35-44)	24	1	827427	333053	1334	262
sp.a	sp.a	57253967150	Facebook	m35_44	male (35-44)	35	1	794579	352760	2516	724
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	m35_44	male (35-44)	81	1	791832	292020	5879	1612
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	m35_44	male (35-44)	15	1	780937	374560	3778	1080
ABOUT YOU	ABOUT YOU	689801517732186	Facebook	m35_44	male (35-44)	5	1	777919	384212	4274	944
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	m35_44	male (35-44)	144	1	777648	296854	2263	836
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m35_44	male (35-44)	11	1	775892	383346	1428	295
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	m35_44	male (35-44)	285	1	766116	299896	4813	724
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	m35_44	male (35-44)	11	1	758795	353985	1458	597
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	m35_44	male (35-44)	14	1	736830	355649	12538	2896
DIE LINKE	DIE LINKE	47694585682	Facebook	m35_44	male (35-44)	603	1	725340	198410	7242	151
Alfahír	Alfahír Hírportál	525574220799452	Facebook	m35_44	male (35-44)	48	1	719725	299874	2048	848
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	m35_44	male (35-44)	140	1	706774	274305	5054	906
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	m35_44	male (35-44)	13	1	693478	327608	3073	692
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	m35_44	male (35-44)	42	1	650075	287252	8265	2417
Carlo Calenda	Siamo Europei	131887960826264	Facebook	m35_44	male (35-44)	11	1	610118	287258	2636	588
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	m35_44	male (35-44)	19	1	606731	291994	793	262
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	m35_44	male (35-44)	21	1	602685	260975	3238	749
SPÖ	SPÖ	77393060080	Facebook	m35_44	male (35-44)	89	1	601042	242935	4573	1302
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	m35_44	male (35-44)	70	1	597169	235216	3335	615
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	m35_44	male (35-44)	16	1	594575	260294	1742	371
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	m35_44	male (35-44)	24	1	589907	261060	1442	339
Демократична България	Демократична България	995342840629890	Facebook	m35_44	male (35-44)	30	1	567334	256585	3255	677
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	m35_44	male (35-44)	50	1	563356	232005	1998	525
MSZP	MSZP	115388925185513	Facebook	m35_44	male (35-44)	38	1	562605	233670	1646	668
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	m35_44	male (35-44)	52	1	553108	202406	2177	838
