advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	u55_64	unknown (55-64)	347	1	52345	23330	317	76
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u55_64	unknown (55-64)	197	1	38691	15993	587	144
Conservatives	The Conservative Party	8807334278	Facebook	u55_64	unknown (55-64)	1001	1	29480	6486	1063	30
Moderaterna	Moderaterna	7719591155	Facebook	u55_64	unknown (55-64)	126	1	18377	7657	390	90
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	u55_64	unknown (55-64)	54	1	17409	7785	120	27
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u55_64	unknown (55-64)	471	1	16392	4678	312	26
Ciudadanos	Ciudadanos	74078667754	Facebook	u55_64	unknown (55-64)	82	1	12183	4957	213	32
The Labour Party	The Labour Party	25749647410	Facebook	u55_64	unknown (55-64)	164	1	11282	5032	115	25
Amnesty International UK	Amnesty International UK	7624294394	Facebook	u55_64	unknown (55-64)	271	1	11117	2398	267	12
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	u55_64	unknown (55-64)	54	1	10125	4434	62	15
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	u55_64	unknown (55-64)	37	1	9328	4027	123	37
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	u55_64	unknown (55-64)	112	1	8037	2886	124	40
Gouvernement	Gouvernement	392341217527576	Facebook	u55_64	unknown (55-64)	28	1	7752	3254	59	15
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u55_64	unknown (55-64)	1030	1	7254	2023	98	5
Open Vld	Open Vld	53668151866	Facebook	u55_64	unknown (55-64)	109	1	5930	2483	66	16
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	u55_64	unknown (55-64)	74	1	5618	2054	57	13
Avaaz	Avaaz	8340223883	Facebook	u55_64	unknown (55-64)	90	1	5553	2418	30	7
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	u55_64	unknown (55-64)	45	1	5412	1929	59	16
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	u55_64	unknown (55-64)	47	1	5276	2057	104	26
38 Degrees	38 Degrees	200006375787	Facebook	u55_64	unknown (55-64)	53	1	5022	1553	37	1
CDU	CDU	78502295414	Facebook	u55_64	unknown (55-64)	1244	1	4910	1059	160	0
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	u55_64	unknown (55-64)	50	1	4670	1066	17	1
Fidesz	Fidesz	9844779306	Facebook	u55_64	unknown (55-64)	108	1	4495	1965	23	9
Plan International Sverige	Plan International Sverige	382243262003	Facebook	u55_64	unknown (55-64)	25	1	3986	1722	36	11
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	u55_64	unknown (55-64)	12	1	3983	1934	65	15
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u55_64	unknown (55-64)	124	1	3813	912	123	2
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	u55_64	unknown (55-64)	34	1	3581	974	54	18
Kokoomus	Kokoomus	201285237101	Facebook	u55_64	unknown (55-64)	145	1	3455	986	69	7
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	u55_64	unknown (55-64)	9	1	3448	1472	44	9
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	u55_64	unknown (55-64)	89	1	3308	1339	22	4
Enhedslisten	Enhedslisten	223040066022	Facebook	u55_64	unknown (55-64)	38	1	3289	1239	34	13
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	u55_64	unknown (55-64)	38	1	3269	1414	51	16
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	u55_64	unknown (55-64)	18	1	3269	1427	98	21
European Free Alliance	European Free Alliance	46708306425	Facebook	u55_64	unknown (55-64)	26	1	3178	1236	28	6
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	u55_64	unknown (55-64)	25	1	3157	834	32	11
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	u55_64	unknown (55-64)	32	1	3078	1261	27	5
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	u55_64	unknown (55-64)	34	1	2889	762	27	6
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	u55_64	unknown (55-64)	25	1	2794	1125	34	7
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	u55_64	unknown (55-64)	61	1	2777	1036	17	2
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	u55_64	unknown (55-64)	38	1	2734	977	42	10
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	u55_64	unknown (55-64)	16	1	2709	1289	32	12
Greenpeace France	Greenpeace France	39435457457	Facebook	u55_64	unknown (55-64)	15	1	2652	1099	11	2
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	u55_64	unknown (55-64)	16	1	2624	1170	18	4
Centerpartiet	Centerpartiet	12690894340	Facebook	u55_64	unknown (55-64)	19	1	2604	897	33	8
Vlaams Belang	Vlaams Belang	56605856504	Facebook	u55_64	unknown (55-64)	29	1	2571	1143	41	9
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u55_64	unknown (55-64)	137	1	2536	833	26	2
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	u55_64	unknown (55-64)	148	1	2478	891	24	4
SPÖ	SPÖ	77393060080	Facebook	u55_64	unknown (55-64)	70	1	2365	958	18	5
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	u55_64	unknown (55-64)	61	1	2334	961	12	2
FDP	FDP	21289227249	Facebook	u55_64	unknown (55-64)	232	1	2330	752	22	1
European Commission	European Commission	107898832590939	Facebook	u55_64	unknown (55-64)	24	1	2178	919	6	1
SPD	SPD	47930567748	Facebook	u55_64	unknown (55-64)	117	1	2163	742	28	1
Ruth Davidson	the Scottish Conservative and Unionist Party	242829922425897	Facebook	u55_64	unknown (55-64)	1	1	2118	847	24	4
Agence française pour la biodiversité	Agence française pour la biodiversité	500437833654583	Facebook	u55_64	unknown (55-64)	1	1	2070	1035	10	2
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	u55_64	unknown (55-64)	25	1	2053	945	31	10
Παύλος Γερουλάνος	Παύλος Γερουλάνος	196882087005924	Facebook	u55_64	unknown (55-64)	38	1	2037	815	10	1
CD&V	CD&V	52997544531	Facebook	u55_64	unknown (55-64)	86	1	2026	743	20	3
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	u55_64	unknown (55-64)	59	1	2007	443	18	2
CDH BW	cdH Brabant wallon	156559267857740	Facebook	u55_64	unknown (55-64)	20	1	1996	538	24	5
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	u55_64	unknown (55-64)	7	1	1996	940	11	2
3F - Danmarks Stærkeste Fagforening	3F - Danmarks Stærkeste Fagforening	109012749124622	Facebook	u55_64	unknown (55-64)	7	1	1988	848	26	6
Vänsterpartiet Göteborg	Vänsterpartiet Göteborg	175873745789190	Facebook	u55_64	unknown (55-64)	6	1	1981	774	22	4
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	u55_64	unknown (55-64)	24	1	1970	537	24	7
Svenskt Näringsliv	Svenskt Näringsliv	90882504375	Facebook	u55_64	unknown (55-64)	10	1	1932	796	38	8
People's Vote UK	People's Vote	748608695327755	Facebook	u55_64	unknown (55-64)	44	1	1930	577	27	5
DIE LINKE	DIE LINKE	47694585682	Facebook	u55_64	unknown (55-64)	308	1	1928	512	23	0
Приоритети	БЗНС	1163987410423594	Facebook	u55_64	unknown (55-64)	31	1	1920	818	9	1
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	u55_64	unknown (55-64)	10	1	1840	789	15	4
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	u55_64	unknown (55-64)	13	1	1836	753	15	3
Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	u55_64	unknown (55-64)	24	1	1833	439	14	3
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	u55_64	unknown (55-64)	76	1	1786	764	5	2
SF	SF	74796954245	Facebook	u55_64	unknown (55-64)	31	1	1770	391	15	3
HOPE not hate	HOPE not hate	91897231853	Facebook	u55_64	unknown (55-64)	16	1	1759	781	11	2
Amnistía Internacional España		78151799929	Facebook	u55_64	unknown (55-64)	1	1	1756	702	17	3
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	u55_64	unknown (55-64)	31	1	1736	484	23	9
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	u55_64	unknown (55-64)	92	1	1723	508	6	1
Global Justice Now	Global Justice Now	6707857033	Facebook	u55_64	unknown (55-64)	59	1	1719	456	40	0
Margrete Auken	SF	36730930417	Facebook	u55_64	unknown (55-64)	25	1	1714	391	19	4
Greenpeace España	Greenpeace España	133044800622	Facebook	u55_64	unknown (55-64)	66	1	1683	647	7	1
Der er noget, der ikke stemmer	The Brand Agency ApS	607503123085160	Facebook	u55_64	unknown (55-64)	3	1	1683	764	16	5
To Potami	To Potami	240638659452549	Facebook	u55_64	unknown (55-64)	7	1	1682	784	7	2
Operation Smile Sverige	Operation Smile Sverige	161213770567846	Facebook	u55_64	unknown (55-64)	54	1	1668	265	16	2
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	u55_64	unknown (55-64)	8	1	1668	768	9	2
Best For Britain	Best for Britain	1863944713844924	Facebook	u55_64	unknown (55-64)	7	1	1650	661	19	4
Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	u55_64	unknown (55-64)	9	1	1649	744	29	7
Kaksin - Tvåsamhet	Kaksin - Tvåsamhet	2110443792388818	Facebook	u55_64	unknown (55-64)	18	1	1625	598	20	3
London Labour Party	The Labour Party	474613052643462	Facebook	u55_64	unknown (55-64)	19	1	1618	443	22	5
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	u55_64	unknown (55-64)	21	1	1616	677	10	2
Nicola Beer	FDP	206866712830769	Facebook	u55_64	unknown (55-64)	59	1	1613	642	18	3
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	u55_64	unknown (55-64)	14	1	1588	716	22	5
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	u55_64	unknown (55-64)	51	1	1573	483	9	1
sp.a	sp.a	57253967150	Facebook	u55_64	unknown (55-64)	35	1	1566	677	5	1
Mark Durkan	Fine Gael	2002340613394109	Facebook	u55_64	unknown (55-64)	9	1	1558	742	13	6
SSU	SSU	45101268520	Facebook	u55_64	unknown (55-64)	4	1	1537	718	23	6
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	u55_64	unknown (55-64)	99	1	1536	576	5	1
Alfred Sant	Alfred Sant	537789116260209	Facebook	u55_64	unknown (55-64)	28	1	1499	526	5	0
Peter Mertens	PVDA	236485149843971	Facebook	u55_64	unknown (55-64)	41	1	1481	591	12	3
London Green Party	London Green Party	175350485880358	Facebook	u55_64	unknown (55-64)	30	1	1473	430	18	2
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	u55_64	unknown (55-64)	25	1	1469	486	11	2
In Progress	In Progress	254883792041627	Facebook	u55_64	unknown (55-64)	6	1	1466	678	5	1
Labour North West	The Labour Party	61950489543	Facebook	u55_64	unknown (55-64)	8	1	1451	644	11	3
Unite the union	Unite the union	175584152579855	Facebook	u55_64	unknown (55-64)	6	1	1427	678	8	3
Fine Gael	Fine Gael	264172043210	Facebook	u55_64	unknown (55-64)	6	1	1408	596	12	3
