advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	m45_54	male (45-54)	403	1	6880239	3066030	34726	7896
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	m45_54	male (45-54)	4821	1	2809137	760743	35948	1782
CDU	CDU	78502295414	Facebook	m45_54	male (45-54)	13682	1	2737180	595982	89923	277
Fidesz	Fidesz	9844779306	Facebook	m45_54	male (45-54)	120	1	2486678	1095373	12506	5368
SPD	SPD	47930567748	Facebook	m45_54	male (45-54)	2097	1	2154089	533574	45493	1365
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	m45_54	male (45-54)	65	1	1796897	748156	9248	2004
Avaaz	Avaaz	8340223883	Facebook	m45_54	male (45-54)	115	1	1706753	737982	9461	2511
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m45_54	male (45-54)	218	1	1599327	653123	24555	6002
FDP	FDP	21289227249	Facebook	m45_54	male (45-54)	1159	1	1528995	480217	17167	840
Open Vld	Open Vld	53668151866	Facebook	m45_54	male (45-54)	117	1	1373682	588022	14668	3662
Ciudadanos	Ciudadanos	74078667754	Facebook	m45_54	male (45-54)	126	1	1253436	514962	13054	3150
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	m45_54	male (45-54)	60	1	1226770	549085	7852	1784
Moderaterna	Moderaterna	7719591155	Facebook	m45_54	male (45-54)	133	1	1195646	471957	20133	4857
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m45_54	male (45-54)	2179	1	1156512	286385	28691	1742
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m45_54	male (45-54)	20	1	1095242	508005	2538	1030
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	m45_54	male (45-54)	10	1	982160	471894	4984	1046
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	m45_54	male (45-54)	52	1	922257	405992	3132	800
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m45_54	male (45-54)	42	1	906984	395642	13105	4114
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	m45_54	male (45-54)	299	1	898228	321915	9016	1599
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	m45_54	male (45-54)	21	1	870107	367925	4786	1084
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	m45_54	male (45-54)	41	1	850452	363110	1369	293
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m45_54	male (45-54)	10	1	833582	405757	1680	351
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m45_54	male (45-54)	21	1	805410	366397	2533	1154
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m45_54	male (45-54)	17	1	765125	367256	8125	2967
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	m45_54	male (45-54)	29	1	762814	312929	1811	512
