advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	f65_	female (65+)	400	1	5943853	2669437	31868	7350
Fidesz	Fidesz	9844779306	Facebook	f65_	female (65+)	121	1	2641291	1172490	14026	5968
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	f65_	female (65+)	135	1	1159768	340005	4522	1247
Moderaterna	Moderaterna	7719591155	Facebook	f65_	female (65+)	140	1	974026	383587	17861	4383
SPD	SPD	47930567748	Facebook	f65_	female (65+)	1957	1	885542	196315	22919	492
Ciudadanos	Ciudadanos	74078667754	Facebook	f65_	female (65+)	123	1	854748	394602	8230	2421
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	f65_	female (65+)	161	1	818712	331902	10418	2598
Conservatives	The Conservative Party	8807334278	Facebook	f65_	female (65+)	1350	1	814386	183516	27533	681
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f65_	female (65+)	115	1	705660	292370	2312	990
Avaaz	Avaaz	8340223883	Facebook	f65_	female (65+)	109	1	685820	300483	3427	916
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	f65_	female (65+)	68	1	641636	268086	3287	687
MSZP	MSZP	115388925185513	Facebook	f65_	female (65+)	40	1	631655	260428	2047	840
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	f65_	female (65+)	95	1	624799	220127	2161	813
Open Vld	Open Vld	53668151866	Facebook	f65_	female (65+)	112	1	612068	259177	6775	1702
Gouvernement	Gouvernement	392341217527576	Facebook	f65_	female (65+)	14	1	599870	239121	2848	812
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	f65_	female (65+)	19	1	565619	261231	1771	818
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f65_	female (65+)	4253	1	551206	147561	8083	385
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	f65_	female (65+)	39	1	550800	236274	7131	2483
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f65_	female (65+)	2142	1	545250	141172	11487	896
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	f65_	female (65+)	36	1	531825	205108	1278	414
CDU	CDU	78502295414	Facebook	f65_	female (65+)	11870	1	519793	113785	16521	44
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	f65_	female (65+)	11	1	508573	247848	2681	534
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	f65_	female (65+)	60	1	482954	193642	13281	2897
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	f65_	female (65+)	124	1	482838	162272	8741	2742
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	f65_	female (65+)	8	1	449948	208866	2410	529
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	f65_	female (65+)	144	1	447540	167072	1409	532
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	f65_	female (65+)	45	1	446548	159099	4970	1398
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	f65_	female (65+)	29	1	443619	199802	1284	304
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	f65_	female (65+)	19	1	438140	203827	1041	418
European Free Alliance	European Free Alliance	46708306425	Facebook	f65_	female (65+)	31	1	424039	163160	3929	838
Приоритети	БЗНС	1163987410423594	Facebook	f65_	female (65+)	36	1	420733	173366	2115	356
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	f65_	female (65+)	58	1	420062	144753	6980	1847
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	f65_	female (65+)	14	1	419452	203940	7134	1636
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	f65_	female (65+)	300	1	405358	148737	4122	733
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	f65_	female (65+)	21	1	396004	170457	2582	579
European Commission	European Commission	107898832590939	Facebook	f65_	female (65+)	24	1	387055	163724	856	270
FDP	FDP	21289227249	Facebook	f65_	female (65+)	1318	1	375820	100948	5698	165
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	f65_	female (65+)	48	1	359162	156178	1493	373
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	f65_	female (65+)	23	1	342441	159119	2574	598
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f65_	female (65+)	122	1	332862	129760	2269	433
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	f65_	female (65+)	11	1	331374	146367	2589	591
Brando Benifei	Brando Benifei	291380024325396	Facebook	f65_	female (65+)	22	1	331356	132175	2137	497
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	f65_	female (65+)	31	1	322503	104845	1082	321
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f65_	female (65+)	42	1	317722	137253	4873	1441
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	f65_	female (65+)	55	1	315138	138470	2066	553
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	f65_	female (65+)	20	1	312062	131669	1676	467
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f65_	female (65+)	251	1	311616	105478	2190	310
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	f65_	female (65+)	17	1	307111	143806	3910	1522
Carmine Spiaggia	Carmine Spiaggia	425820797979047	Facebook	f65_	female (65+)	4	1	291065	119787	1698	415
Centerpartiet	Centerpartiet	12690894340	Facebook	f65_	female (65+)	24	1	289043	113052	4200	1499
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	f65_	female (65+)	16	1	287684	128784	2001	456
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f65_	female (65+)	498	1	284017	11292	23611	0
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	f65_	female (65+)	37	1	268548	84459	1440	323
