advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Commission	European Commission	107898832590939	Facebook	f13_17	female (13-17)	40	1	979392	454946	1290	377
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f13_17	female (13-17)	10	1	315399	131858	572	258
European Parliament	European Parliament	178362315106	Facebook	f13_17	female (13-17)	62	1	236916	96989	800	164
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	f13_17	female (13-17)	9	1	235814	92386	345	0
Răcnetul Oamenilor Sătui	IOANITA MARIN-IOANA	165452684079944	Facebook	f13_17	female (13-17)	5	1	229563	114365	94	29
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	f13_17	female (13-17)	37	1	222565	88750	334	13
European Greens	European Greens	141366725876424	Facebook	f13_17	female (13-17)	6	1	187858	84601	1713	362
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	f13_17	female (13-17)	18	1	159920	45858	1719	439
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	f13_17	female (13-17)	239	1	135721	33771	2339	125
Cogito	Cogito	2059332547662115	Facebook	f13_17	female (13-17)	6	1	130575	55407	169	1
Jordens Vänner / Friends of the Earth Sweden	Jordens Vänner / Friends of the Earth Sweden	207890945895422	Facebook	f13_17	female (13-17)	7	1	129939	46531	225	45
#NatürlichEuropa	Deutscher Naturschutzring DNR e.V.	255657841991242	Facebook	f13_17	female (13-17)	1	1	126836	63418	316	63
Landeszentrale für politische Bildung Thüringen	Landeszentrale für politische Bildung Thüringen	215460201802938	Facebook	f13_17	female (13-17)	32	1	120478	29886	1581	295
Die Grünen	Die Grünen	21759893033	Facebook	f13_17	female (13-17)	32	1	115496	49733	1300	363
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	f13_17	female (13-17)	12	1	113920	32060	1128	204
Parlament Europejski - Biuro we Wrocławiu	Parlament Europejski - Biuro we Wrocławiu	426735034064813	Facebook	f13_17	female (13-17)	1	1	113755	45502	264	52
Harald Vilimsky	FPÖ	547597092025909	Facebook	f13_17	female (13-17)	37	1	105563	43504	1287	264
Senatsverwaltung für Kultur und Europa		247450562347746	Facebook	f13_17	female (13-17)	3	1	97654	42107	210	82
Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	f13_17	female (13-17)	14	1	93575	35482	369	24
SPÖ	SPÖ	77393060080	Facebook	f13_17	female (13-17)	67	1	92121	39017	810	225
SF Ungdom	SF Ungdom	113555862534	Facebook	f13_17	female (13-17)	3	1	91295	34758	130	46
1Europa	Peter Glawischnig	320389701908367	Facebook	f13_17	female (13-17)	22	1	87294	29596	753	138
Stadt Wien	Stadt Wien	110971788921077	Facebook	f13_17	female (13-17)	5	1	81570	27495	291	33
Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	f13_17	female (13-17)	17	1	77256	18525	528	0
Videodrome	Videodrome	1773694896182795	Facebook	f13_17	female (13-17)	14	1	74226	14728	382	0
