advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	u25_34	unknown (25-34)	363	1	112165	49674	627	146
European Greens	European Greens	141366725876424	Facebook	u25_34	unknown (25-34)	79	1	92334	41631	911	216
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u25_34	unknown (25-34)	3028	1	80361	22713	1019	65
European Commission	European Commission	107898832590939	Facebook	u25_34	unknown (25-34)	89	1	60813	28956	252	74
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	u25_34	unknown (25-34)	55	1	55404	24188	326	81
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	u25_34	unknown (25-34)	54	1	36902	16491	241	54
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	u25_34	unknown (25-34)	44	1	34421	15683	388	88
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u25_34	unknown (25-34)	189	1	28987	11942	471	113
Gouvernement	Gouvernement	392341217527576	Facebook	u25_34	unknown (25-34)	12	1	27061	11879	173	36
CDU	CDU	78502295414	Facebook	u25_34	unknown (25-34)	3998	1	24606	6090	673	3
Moderaterna	Moderaterna	7719591155	Facebook	u25_34	unknown (25-34)	122	1	23887	9700	322	80
SSU	SSU	45101268520	Facebook	u25_34	unknown (25-34)	43	1	22345	8612	371	87
Avaaz	Avaaz	8340223883	Facebook	u25_34	unknown (25-34)	101	1	20049	8628	126	28
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	u25_34	unknown (25-34)	84	1	18790	7318	120	30
INBOX	New Digital Media	369693523475596	Facebook	u25_34	unknown (25-34)	63	1	17642	7971	21	2
The Labour Party	The Labour Party	25749647410	Facebook	u25_34	unknown (25-34)	171	1	17244	7066	176	31
Amnesty International UK	Amnesty International UK	7624294394	Facebook	u25_34	unknown (25-34)	296	1	16807	3309	450	11
To Potami	To Potami	240638659452549	Facebook	u25_34	unknown (25-34)	19	1	16675	7585	93	21
Ciudadanos	Ciudadanos	74078667754	Facebook	u25_34	unknown (25-34)	93	1	16051	6164	240	48
Vasemmistoliitto	Vasemmistoliitto	60390955171	Facebook	u25_34	unknown (25-34)	104	1	15952	4485	184	29
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	u25_34	unknown (25-34)	70	1	14127	5605	154	36
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	u25_34	unknown (25-34)	46	1	13924	5898	178	50
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u25_34	unknown (25-34)	453	1	13902	3906	281	20
FDP	FDP	21289227249	Facebook	u25_34	unknown (25-34)	462	1	13218	4355	115	7
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	u25_34	unknown (25-34)	17	1	13037	5759	129	41
