advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f25_34	female (25-34)	5445	1	8994364	2502067	126830	6925
European Parliament	European Parliament	178362315106	Facebook	f25_34	female (25-34)	405	1	7655633	3418476	45214	10433
CDU	CDU	78502295414	Facebook	f25_34	female (25-34)	14032	1	7054019	1554422	226735	621
European Greens	European Greens	141366725876424	Facebook	f25_34	female (25-34)	81	1	6366557	2882760	52119	12346
European Commission	European Commission	107898832590939	Facebook	f25_34	female (25-34)	92	1	6007563	2835396	23183	5948
Best For Britain	Best for Britain	1863944713844924	Facebook	f25_34	female (25-34)	94	1	5745183	2307914	45966	10156
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f25_34	female (25-34)	2324	1	4082941	1067748	87315	3812
SPD	SPD	47930567748	Facebook	f25_34	female (25-34)	2300	1	2875961	778357	56146	1902
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	f25_34	female (25-34)	126	1	2824208	1204327	24302	6108
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	f25_34	female (25-34)	58	1	2570944	1155217	18437	4060
FDP	FDP	21289227249	Facebook	f25_34	female (25-34)	1358	1	2455074	699040	26950	739
Avaaz	Avaaz	8340223883	Facebook	f25_34	female (25-34)	115	1	2276719	965299	14286	3302
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	f25_34	female (25-34)	44	1	2115487	962133	3082	630
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	f25_34	female (25-34)	55	1	1840661	806187	12028	3038
The Labour Party	The Labour Party	25749647410	Facebook	f25_34	female (25-34)	185	1	1749162	705088	17723	3044
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	f25_34	female (25-34)	27	1	1646637	690564	19982	4863
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	f25_34	female (25-34)	44	1	1618139	740344	16522	3752
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	f25_34	female (25-34)	215	1	1500924	616268	23941	5763
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f25_34	female (25-34)	278	1	1474283	592459	7119	1324
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f25_34	female (25-34)	135	1	1429411	624053	4017	1731
Open Vld	Open Vld	53668151866	Facebook	f25_34	female (25-34)	103	1	1410204	591132	15811	3924
Gouvernement	Gouvernement	392341217527576	Facebook	f25_34	female (25-34)	12	1	1383201	604654	9225	1929
CD&V	CD&V	52997544531	Facebook	f25_34	female (25-34)	128	1	1332289	498742	10334	1917
Fidesz	Fidesz	9844779306	Facebook	f25_34	female (25-34)	118	1	1315879	574681	6254	2682
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	f25_34	female (25-34)	301	1	1231291	429129	12284	2110
Ciudadanos	Ciudadanos	74078667754	Facebook	f25_34	female (25-34)	124	1	1191450	460908	16289	3718
Katarina Barley	SPD	1522202731410785	Facebook	f25_34	female (25-34)	445	1	1091581	271856	11610	449
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f25_34	female (25-34)	36	1	1001346	435414	14267	3483
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	f25_34	female (25-34)	17	1	970794	476715	8268	2437
sp.a	sp.a	57253967150	Facebook	f25_34	female (25-34)	34	1	963390	432593	3182	854
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	f25_34	female (25-34)	144	1	924309	364528	2766	1045
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	f25_34	female (25-34)	207	1	922102	298919	12275	2831
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f25_34	female (25-34)	40	1	908221	398216	13139	4160
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	f25_34	female (25-34)	37	1	887739	385599	2596	531
INBOX	New Digital Media	369693523475596	Facebook	f25_34	female (25-34)	64	1	887390	403889	1067	142
Carlo Calenda	Siamo Europei	131887960826264	Facebook	f25_34	female (25-34)	11	1	834737	397717	3671	802
DIE LINKE	DIE LINKE	47694585682	Facebook	f25_34	female (25-34)	605	1	780665	212265	6193	148
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	f25_34	female (25-34)	50	1	758247	331285	2351	564
HOPE not hate	HOPE not hate	91897231853	Facebook	f25_34	female (25-34)	19	1	756967	334585	4927	1071
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	f25_34	female (25-34)	10	1	755595	312149	2308	811
Moderaterna	Moderaterna	7719591155	Facebook	f25_34	female (25-34)	141	1	755256	303502	9959	2277
SSU	SSU	45101268520	Facebook	f25_34	female (25-34)	48	1	745116	273124	11773	2935
Harald Vilimsky	FPÖ	547597092025909	Facebook	f25_34	female (25-34)	37	1	718460	308295	6919	1515
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	f25_34	female (25-34)	22	1	708357	331668	1065	352
Volt Nederland	Volt Nederland	146644665960101	Facebook	f25_34	female (25-34)	97	1	707345	285239	3844	693
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	f25_34	female (25-34)	11	1	698180	332137	1633	667
SEO/BirdLife	SEO/BirdLife	70020937349	Facebook	f25_34	female (25-34)	42	1	690256	267666	2414	515
Partito Democratico	Partito Democratico	77034286895	Facebook	f25_34	female (25-34)	57	1	687585	316389	3218	633
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f25_34	female (25-34)	43	1	666627	274106	1736	457
Groen	Groen	84920854319	Facebook	f25_34	female (25-34)	117	1	654717	244618	5868	986
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f25_34	female (25-34)	136	1	643939	254508	4868	846
GroenLinks	GroenLinks	175740570505	Facebook	f25_34	female (25-34)	31	1	639366	269334	6074	1404
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	f25_34	female (25-34)	26	1	637995	281933	7680	2270
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	f25_34	female (25-34)	22	1	627115	289547	3524	830
Sebastian Kurz	Volkspartei	105151752909840	Facebook	f25_34	female (25-34)	20	1	613515	278720	6230	1352
Демократична България	Демократична България	995342840629890	Facebook	f25_34	female (25-34)	33	1	611093	269226	3849	760
To Potami	To Potami	240638659452549	Facebook	f25_34	female (25-34)	19	1	602105	277070	3596	836
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	f25_34	female (25-34)	108	1	598122	235718	2698	389
Greenpeace España	Greenpeace España	133044800622	Facebook	f25_34	female (25-34)	78	1	591227	199926	2370	217
Vasemmistoliitto	Vasemmistoliitto	60390955171	Facebook	f25_34	female (25-34)	107	1	585500	160539	6635	1070
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	f25_34	female (25-34)	14	1	583546	280854	9668	2167
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	f25_34	female (25-34)	47	1	581638	235768	1965	567
Die Grünen	Die Grünen	21759893033	Facebook	f25_34	female (25-34)	33	1	574006	245885	5821	1619
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	f25_34	female (25-34)	23	1	562805	260580	1746	808
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	f25_34	female (25-34)	11	1	561487	268409	3004	1221
