advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	u65_	unknown (65+)	355	1	53368	23786	322	77
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u65_	unknown (65+)	147	1	29067	11871	385	99
Conservatives	The Conservative Party	8807334278	Facebook	u65_	unknown (65+)	1003	1	28697	5795	1148	30
Moderaterna	Moderaterna	7719591155	Facebook	u65_	unknown (65+)	122	1	19098	7875	451	104
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u65_	unknown (65+)	458	1	16561	4668	331	26
Amnesty International UK	Amnesty International UK	7624294394	Facebook	u65_	unknown (65+)	285	1	13009	2623	373	11
Gouvernement	Gouvernement	392341217527576	Facebook	u65_	unknown (65+)	14	1	11976	4263	76	22
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u65_	unknown (65+)	1234	1	11347	3174	140	7
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	u65_	unknown (65+)	111	1	8217	2839	147	46
Ciudadanos	Ciudadanos	74078667754	Facebook	u65_	unknown (65+)	87	1	8188	3606	83	23
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	u65_	unknown (65+)	36	1	7715	3307	101	33
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	u65_	unknown (65+)	54	1	6809	2962	41	10
The Labour Party	The Labour Party	25749647410	Facebook	u65_	unknown (65+)	130	1	6479	2939	67	15
38 Degrees	38 Degrees	200006375787	Facebook	u65_	unknown (65+)	53	1	6462	1931	51	1
Avaaz	Avaaz	8340223883	Facebook	u65_	unknown (65+)	89	1	5593	2445	32	7
Fidesz	Fidesz	9844779306	Facebook	u65_	unknown (65+)	107	1	5200	2278	27	11
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	u65_	unknown (65+)	45	1	5063	1788	54	15
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	u65_	unknown (65+)	12	1	5024	2450	75	17
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	u65_	unknown (65+)	46	1	4758	1702	86	21
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	u65_	unknown (65+)	50	1	3976	917	14	0
Ruth Davidson	the Scottish Conservative and Unionist Party	242829922425897	Facebook	u65_	unknown (65+)	1	1	3785	1514	43	8
European Free Alliance	European Free Alliance	46708306425	Facebook	u65_	unknown (65+)	26	1	3745	1479	32	7
CDU	CDU	78502295414	Facebook	u65_	unknown (65+)	942	1	3688	853	107	0
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	u65_	unknown (65+)	25	1	3483	920	35	12
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u65_	unknown (65+)	132	1	3482	798	118	1
