advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Greens	European Greens	141366725876424	Facebook	u18_24	unknown (18-24)	78	1	29776	13289	292	67
European Parliament	European Parliament	178362315106	Facebook	u18_24	unknown (18-24)	325	1	24578	11347	171	45
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u18_24	unknown (18-24)	1816	1	22067	5834	371	14
European Commission	European Commission	107898832590939	Facebook	u18_24	unknown (18-24)	86	1	19083	9023	71	19
Best For Britain	Best for Britain	1863944713844924	Facebook	u18_24	unknown (18-24)	26	1	17208	7799	128	30
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	u18_24	unknown (18-24)	52	1	16182	7092	105	23
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u18_24	unknown (18-24)	185	1	14899	6175	256	61
Amnesty International UK	Amnesty International UK	7624294394	Facebook	u18_24	unknown (18-24)	272	1	13184	2699	303	9
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	u18_24	unknown (18-24)	58	1	12371	5350	72	17
Gouvernement	Gouvernement	392341217527576	Facebook	u18_24	unknown (18-24)	12	1	10624	4774	66	14
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	u18_24	unknown (18-24)	44	1	10580	4761	136	31
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u18_24	unknown (18-24)	443	1	10282	2849	197	14
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	u18_24	unknown (18-24)	65	1	9520	3759	100	22
CDU	CDU	78502295414	Facebook	u18_24	unknown (18-24)	1893	1	8134	1803	255	0
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	u18_24	unknown (18-24)	17	1	7551	3212	68	19
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u18_24	unknown (18-24)	173	1	6956	2759	36	6
Avaaz	Avaaz	8340223883	Facebook	u18_24	unknown (18-24)	92	1	6854	2993	40	9
SSU	SSU	45101268520	Facebook	u18_24	unknown (18-24)	50	1	5870	2196	98	22
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	u18_24	unknown (18-24)	79	1	5622	2239	32	8
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	u18_24	unknown (18-24)	50	1	5547	1299	25	1
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	u18_24	unknown (18-24)	19	1	4170	1860	29	6
FDP	FDP	21289227249	Facebook	u18_24	unknown (18-24)	321	1	3978	1255	34	1
Moderaterna	Moderaterna	7719591155	Facebook	u18_24	unknown (18-24)	95	1	3796	1481	58	14
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	u18_24	unknown (18-24)	151	1	3673	937	68	4
Vasemmistoliitto	Vasemmistoliitto	60390955171	Facebook	u18_24	unknown (18-24)	100	1	3530	902	42	5
