country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	f	female	4411	1170	26240074	10444881	86678	12504
PT	Portugal	m	male	3920	1114	26457229	10780168	92058	15292
PT	Portugal	u	unknown	3574	1026	210401	82712	879	145
