recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	CZ	Czechia	129	50	997478	385596	8056	1649
rd2	Last 2 days	2019-05-25	2019-05-26	CZ	Czechia	623	110	6389763	2403863	38531	9399
rd3	Last 3 days	2019-05-24	2019-05-26	CZ	Czechia	948	151	13385231	4957985	75196	18727
rd4	Last 4 days	2019-05-23	2019-05-26	CZ	Czechia	1072	162	19441058	7050514	105223	26121
rd5	Last 5 days	2019-05-22	2019-05-26	CZ	Czechia	1155	176	24580082	8896257	130249	31899
rd6	Last 6 days	2019-05-21	2019-05-26	CZ	Czechia	1215	182	28783401	10407800	151983	36808
rw1	Last week	2019-05-20	2019-05-26	CZ	Czechia	1247	185	35648860	13341391	183610	48231
rw2	Last 2 weeks	2019-05-13	2019-05-26	CZ	Czechia	1281	186	38832724	14454385	194003	51112
rw3	Last 3 weeks	2019-05-06	2019-05-26	CZ	Czechia	1281	186	38832724	14454385	194003	51112
rw4	Last 4 weeks	2019-04-29	2019-05-26	CZ	Czechia	1281	186	38832724	14454385	194003	51112
rm1	Last month	2019-04-27	2019-05-26	CZ	Czechia	1281	186	38832724	14454385	194003	51112
rm2	Last 2 months	2019-03-28	2019-05-26	CZ	Czechia	1281	186	38832724	14454385	194003	51112
rm3	Last 3 months	2019-02-26	2019-05-26	CZ	Czechia	1281	186	38832724	14454385	194003	51112
rm6	Last 6 months	2019-01-01	2019-05-26	CZ	Czechia	1281	186	38832724	14454385	194003	51112
