audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BE	Belgium	10408	1970	54456722	21088147	355734	66701
m25_34	male (25-34)	BE	Belgium	11731	2157	49625863	19344898	337667	63039
f18_24	female (18-24)	BE	Belgium	10610	2016	49084336	18958179	296281	53878
f25_34	female (25-34)	BE	Belgium	11934	2212	39065680	15373746	253205	45996
m35_44	male (35-44)	BE	Belgium	11564	2119	35680546	13726746	247386	44766
f35_44	female (35-44)	BE	Belgium	11799	2174	29318323	11325103	197089	35259
m45_54	male (45-54)	BE	Belgium	11048	2043	28324082	10704096	209923	37844
f45_54	female (45-54)	BE	Belgium	11308	2105	25525207	9693931	187699	33801
f55_64	female (55-64)	BE	Belgium	10238	1961	22006119	8075547	178415	30602
m55_64	male (55-64)	BE	Belgium	10079	1916	20123181	7303828	165393	27951
f65_	female (65+)	BE	Belgium	9361	1785	15288834	5435215	134556	22224
m65_	male (65+)	BE	Belgium	9222	1745	12923169	4578810	114128	18656
f13_17	female (13-17)	BE	Belgium	1423	441	3686177	1403532	18498	2406
m13_17	male (13-17)	BE	Belgium	1389	425	2876879	1113954	15390	2193
u35_44	unknown (35-44)	BE	Belgium	9289	1856	580899	219268	4142	716
u25_34	unknown (25-34)	BE	Belgium	8904	1834	508975	193655	3499	614
u45_54	unknown (45-54)	BE	Belgium	8375	1742	308722	114401	2393	413
u55_64	unknown (55-64)	BE	Belgium	6840	1561	173233	62849	1426	240
u18_24	unknown (18-24)	BE	Belgium	6680	1492	160063	59518	1106	185
u65_	unknown (65+)	BE	Belgium	6114	1414	140248	49288	1206	188
u13_17	unknown (13-17)	BE	Belgium	806	319	8967	3350	54	6
