advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	5k_10k	5k - 10k	AT	Austria	127	1	1269800	634963	12972	99
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	5k_10k	5k - 10k	AT	Austria	103	1	1029641	514872	12194	500
Claudia Gamon	NEOS	447992848717452	Facebook	5k_10k	5k - 10k	AT	Austria	49	1	489950	244999	4850	0
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	5k_10k	5k - 10k	AT	Austria	40	1	399958	199999	3959	0
Harald Vilimsky		547597092025909	Facebook	5k_10k	5k - 10k	AT	Austria	27	1	269964	134995	2672	0
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	5k_10k	5k - 10k	AT	Austria	23	1	229977	115000	2277	0
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	5k_10k	5k - 10k	AT	Austria	24	1	222533	111277	2203	0
kontrast.at	kontrast.at	1079650008770485	Facebook	5k_10k	5k - 10k	AT	Austria	21	1	209979	105000	2479	100
Wirtschaftskammer		125946327466544	Facebook	5k_10k	5k - 10k	AT	Austria	21	1	209979	105000	2079	0
Othmar Karas	Volkspartei	395638503864459	Facebook	5k_10k	5k - 10k	AT	Austria	20	1	199980	100000	3580	400
European Parliament		178362315106	Facebook	5k_10k	5k - 10k	AT	Austria	19	1	179979	89998	1781	0
Andreas Schieder	SPÖ	290881691011354	Facebook	5k_10k	5k - 10k	AT	Austria	18	1	170325	85171	2086	99
Die Grünen	Die Grünen	21759893033	Facebook	5k_10k	5k - 10k	AT	Austria	16	1	159983	79999	2383	199
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	5k_10k	5k - 10k	AT	Austria	16	1	159983	79999	4784	800
GPA-djp	GPA-djp	214499840736	Facebook	5k_10k	5k - 10k	AT	Austria	13	1	129987	65000	1287	0
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	5k_10k	5k - 10k	AT	Austria	13	1	129987	65000	1287	0
Europa-Wahl 2019	Michael Eisenriegler Bakk Phil	489866264465481	Facebook	5k_10k	5k - 10k	AT	Austria	12	1	119988	60000	1188	0
Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	5k_10k	5k - 10k	AT	Austria	11	1	109988	54999	1088	0
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	5k_10k	5k - 10k	AT	Austria	11	1	109988	54999	1088	0
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	5k_10k	5k - 10k	AT	Austria	11	1	109985	54998	1088	0
Amnesty International Austria		30925241455	Facebook	5k_10k	5k - 10k	AT	Austria	10	1	99990	50000	990	0
GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	5k_10k	5k - 10k	AT	Austria	10	1	99982	49996	2589	400
Unser Niederösterreich	Unser Niederösterreich	469284460250113	Facebook	5k_10k	5k - 10k	AT	Austria	9	1	89991	45000	891	0
Die neue SPÖ Tirol	SPÖ Tirol	172040642860223	Facebook	5k_10k	5k - 10k	AT	Austria	9	1	89841	44925	889	0
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	5k_10k	5k - 10k	AT	Austria	8	1	79992	40000	792	0
