country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	13_17	13-17	4734	395	7543015	2484187	63063	7137
AT	Austria	18_24	18-24	10051	1278	39413057	13817321	321993	43190
AT	Austria	25_34	25-34	10801	1417	42324515	15029767	380183	56172
AT	Austria	35_44	35-44	10526	1380	26875229	9353347	264476	38846
AT	Austria	45_54	45-54	10108	1328	22355060	7500400	237225	32244
AT	Austria	55_64	55-64	9150	1226	15539581	5070202	176188	22157
AT	Austria	65_	65+	7945	1082	8542177	2751158	99078	12372
