recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	MT	Malta	409	82	1079340	305799	7617	262
rd2	Last 2 days	2019-05-15	2019-05-16	MT	Malta	471	84	2558922	720920	17079	645
rd3	Last 3 days	2019-05-14	2019-05-16	MT	Malta	540	87	4303179	1233801	27806	1258
rd4	Last 4 days	2019-05-13	2019-05-16	MT	Malta	594	90	5910216	1732879	36971	1860
rd5	Last 5 days	2019-05-12	2019-05-16	MT	Malta	646	91	7481707	2237788	45403	2505
rd6	Last 6 days	2019-05-11	2019-05-16	MT	Malta	721	96	10180239	3280411	58668	4208
rw1	Last week	2019-05-10	2019-05-16	MT	Malta	786	98	12821727	4206063	69334	5876
rw2	Last 2 weeks	2019-05-03	2019-05-16	MT	Malta	1100	124	22422135	7542626	114079	10162
rw3	Last 3 weeks	2019-04-26	2019-05-16	MT	Malta	1475	167	29104021	9810024	141645	12406
rw4	Last 4 weeks	2019-04-19	2019-05-16	MT	Malta	1724	218	31096492	10412758	154038	12884
rm1	Last month	2019-04-17	2019-05-16	MT	Malta	1791	237	31567600	10544885	156781	13002
rm2	Last 2 months	2019-03-18	2019-05-16	MT	Malta	3097	592	39320318	13152602	193254	15262
rm3	Last 3 months	2019-02-16	2019-05-16	MT	Malta	3549	676	43362312	14522575	216059	17260
rm6	Last 6 months	2019-01-01	2019-05-16	MT	Malta	3837	718	48102350	16324028	245325	21246
