day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d132	2019-05-12	BG	Bulgaria	244	68	1200031	352780	4460	174
d131	2019-05-11	BG	Bulgaria	267	68	1218640	364047	4161	183
d130	2019-05-10	BG	Bulgaria	268	70	1216954	388145	4825	236
d129	2019-05-09	BG	Bulgaria	241	69	989513	333064	3360	197
d128	2019-05-08	BG	Bulgaria	239	66	590152	188372	2391	104
d127	2019-05-07	BG	Bulgaria	228	67	404660	140187	1695	94
d126	2019-05-06	BG	Bulgaria	226	65	392822	138554	1745	96
d125	2019-05-05	BG	Bulgaria	233	71	815173	289732	2074	108
d124	2019-05-04	BG	Bulgaria	243	72	642203	214496	2121	121
d123	2019-05-03	BG	Bulgaria	251	74	505685	186981	1692	100
d122	2019-05-02	BG	Bulgaria	249	75	484386	181404	1675	98
d121	2019-05-01	BG	Bulgaria	249	71	445259	168800	1573	101
d120	2019-04-30	BG	Bulgaria	287	79	430208	161485	1448	114
d119	2019-04-29	BG	Bulgaria	283	81	682010	297291	1697	407
d118	2019-04-28	BG	Bulgaria	231	78	476597	211150	1151	364
d117	2019-04-27	BG	Bulgaria	229	82	484668	219729	1050	347
d116	2019-04-26	BG	Bulgaria	256	85	628103	265869	1680	465
d115	2019-04-25	BG	Bulgaria	235	83	201357	75728	547	72
d114	2019-04-24	BG	Bulgaria	223	85	219393	67231	633	61
d113	2019-04-23	BG	Bulgaria	249	86	378844	134198	1500	243
d112	2019-04-22	BG	Bulgaria	220	86	146583	50228	488	68
d111	2019-04-21	BG	Bulgaria	239	88	291757	114273	1544	258
d110	2019-04-20	BG	Bulgaria	235	95	242359	96176	1392	206
d109	2019-04-19	BG	Bulgaria	251	101	293409	121541	1531	242
d108	2019-04-18	BG	Bulgaria	242	99	187649	76942	1177	191
d107	2019-04-17	BG	Bulgaria	240	99	200191	72770	1347	191
d106	2019-04-16	BG	Bulgaria	263	103	286795	118048	1732	308
d105	2019-04-15	BG	Bulgaria	322	114	310616	119110	1707	121
d104	2019-04-14	BG	Bulgaria	311	121	282683	114294	829	135
d103	2019-04-13	BG	Bulgaria	323	129	281682	112578	869	126
d102	2019-04-12	BG	Bulgaria	409	140	439892	157068	1843	297
d101	2019-04-11	BG	Bulgaria	359	138	422811	160285	1786	295
d100	2019-04-10	BG	Bulgaria	331	137	263957	104970	776	87
d099	2019-04-09	BG	Bulgaria	336	138	438507	187475	1766	502
d098	2019-04-08	BG	Bulgaria	322	138	253639	104864	826	100
d097	2019-04-07	BG	Bulgaria	318	133	243237	97155	826	80
d096	2019-04-06	BG	Bulgaria	315	135	276648	109204	821	79
d095	2019-04-05	BG	Bulgaria	340	139	511682	209462	1434	157
d094	2019-04-04	BG	Bulgaria	305	134	419321	167386	1189	126
d093	2019-04-03	BG	Bulgaria	275	120	509664	204513	1133	130
d092	2019-04-02	BG	Bulgaria	248	112	448862	187023	981	119
d091	2019-04-01	BG	Bulgaria	234	110	402275	172460	779	121
d090	2019-03-31	BG	Bulgaria	244	112	362530	155885	696	117
d089	2019-03-30	BG	Bulgaria	239	111	320795	136679	670	104
d088	2019-03-29	BG	Bulgaria	249	114	316062	137776	613	124
d087	2019-03-28	BG	Bulgaria	246	110	344016	152543	1193	247
d086	2019-03-27	BG	Bulgaria	217	101	300959	132247	619	114
d085	2019-03-26	BG	Bulgaria	197	90	65582	25541	241	33
d084	2019-03-25	BG	Bulgaria	195	98	79871	27621	372	34
d083	2019-03-24	BG	Bulgaria	190	96	85642	27969	340	19
