advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ian Borg	Ian Borg	151496594943131	Facebook	f	female	MT	Malta	5	1	52799	12003	183	0
European Parliament	European Parliament	178362315106	Facebook	f	female	MT	Malta	2	1	49131	9826	314	54
David Casa	David Casa	193035580892638	Facebook	f	female	MT	Malta	1	1	30660	6132	60	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	f	female	MT	Malta	2	1	24662	4932	153	26
Robert Micallef for MEP	Robert James Bugeja	2123200014472283	Facebook	f	female	MT	Malta	1	1	19025	3805	37	0
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	f	female	MT	Malta	5	1	13639	3957	229	0
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	f	female	MT	Malta	1	1	12631	2526	25	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	f	female	MT	Malta	12	1	11760	2036	358	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	f	female	MT	Malta	8	1	11049	1969	314	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	f	female	MT	Malta	5	1	8713	2837	155	0
Alfred Sant	Alfred Sant	537789116260209	Facebook	f	female	MT	Malta	5	1	8454	1603	202	0
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	f	female	MT	Malta	5	1	6393	1072	208	0
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	f	female	MT	Malta	5	1	6200	908	254	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	f	female	MT	Malta	4	1	5142	927	141	0
Frank Psaila	Frank Psaila	458318884361628	Facebook	f	female	MT	Malta	4	1	4243	1350	88	0
European Commission	European Commission	107898832590939	Facebook	f	female	MT	Malta	2	1	4119	2059	10	2
Josef Caruana	Josef Caruana	166617437361908	Facebook	f	female	MT	Malta	2	1	4041	808	80	0
Malta Independent	Malta Independent	480288348662981	Facebook	f	female	MT	Malta	5	1	3706	395	210	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	f	female	MT	Malta	1	1	2871	1435	7	1
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	f	female	MT	Malta	1	1	2729	545	54	0
Dr. Anthony Buttigieg	Buttigieg Anthony Emanuel	410157219370162	Facebook	f	female	MT	Malta	2	1	2681	418	99	0
Ralph Puli: Kap tal-Kunsilliera PN f'Hal Qormi	Ralph Puli	312887412236411	Facebook	f	female	MT	Malta	6	1	2649	0	262	0
Tabib Malcolm Paul Galea	Malcolm Paul Galea	558899981162708	Facebook	f	female	MT	Malta	1	1	2373	474	46	0
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	f	female	MT	Malta	3	1	1444	179	71	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	f	female	MT	Malta	2	1	544	142	1	0
