country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	m18_24	male (18-24)	2078	534	2777743	1025865	14043	1919
SI	Slovenia	m25_34	male (25-34)	2307	595	2697537	968240	14337	1851
SI	Slovenia	f18_24	female (18-24)	2188	549	2351614	895147	11436	1707
SI	Slovenia	m35_44	male (35-44)	2232	580	2082564	718533	10674	1311
SI	Slovenia	f25_34	female (25-34)	2449	609	1900807	735963	10086	1483
SI	Slovenia	f35_44	female (35-44)	2358	592	1498686	570965	7861	1152
SI	Slovenia	m45_54	male (45-54)	2139	557	1413258	460496	7407	717
SI	Slovenia	f45_54	female (45-54)	2275	567	1061330	380990	5651	652
SI	Slovenia	m55_64	male (55-64)	1675	522	848718	248227	4937	198
SI	Slovenia	f55_64	female (55-64)	1767	530	845946	267016	5405	247
SI	Slovenia	f65_	female (65+)	1557	469	516756	163754	3708	144
SI	Slovenia	m65_	male (65+)	1503	466	491838	147988	3196	118
SI	Slovenia	f13_17	female (13-17)	287	111	138692	51496	468	8
SI	Slovenia	m13_17	male (13-17)	274	106	86449	32655	314	9
SI	Slovenia	u35_44	unknown (35-44)	2022	522	56834	20619	306	39
SI	Slovenia	u25_34	unknown (25-34)	2043	523	51995	19045	275	36
SI	Slovenia	u45_54	unknown (45-54)	1790	472	16251	5590	93	10
SI	Slovenia	u18_24	unknown (18-24)	1582	423	11654	4331	60	9
SI	Slovenia	u65_	unknown (65+)	1153	392	5197	1592	31	1
SI	Slovenia	u55_64	unknown (55-64)	1234	420	4669	1376	33	1
SI	Slovenia	u13_17	unknown (13-17)	184	87	460	174	1	0
