country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	m25_34	male (25-34)	44273	4944	96749748	34140061	1103910	155293
UK	United Kingdom	f25_34	female (25-34)	44489	5001	90870069	32369351	1034548	152779
UK	United Kingdom	m35_44	male (35-44)	47388	4902	84132870	28762822	1022039	145148
UK	United Kingdom	m45_54	male (45-54)	46782	4792	83948414	28115890	1064848	145555
UK	United Kingdom	f35_44	female (35-44)	47874	4981	77422324	26501972	995330	141429
UK	United Kingdom	f18_24	female (18-24)	40711	4673	76950275	27909494	814541	112395
UK	United Kingdom	f45_54	female (45-54)	47486	4870	73165383	24537374	1003365	138114
UK	United Kingdom	m55_64	male (55-64)	44946	4542	67971419	22320591	873642	113573
UK	United Kingdom	m18_24	male (18-24)	40773	4626	65724753	23118653	742406	92542
UK	United Kingdom	f55_64	female (55-64)	45614	4588	64533460	21249797	908386	120749
UK	United Kingdom	f65_	female (65+)	43188	4283	60344682	19647389	844188	109221
UK	United Kingdom	m65_	male (65+)	42608	4222	53256531	17311063	697106	89010
UK	United Kingdom	f13_17	female (13-17)	3079	880	4038798	1248979	31846	1090
UK	United Kingdom	u45_54	unknown (45-54)	34875	4144	2764356	928425	37450	5322
UK	United Kingdom	u35_44	unknown (35-44)	34737	4260	2710211	927965	34195	4976
UK	United Kingdom	m13_17	male (13-17)	3144	870	2698277	868926	24728	915
UK	United Kingdom	u55_64	unknown (55-64)	32038	3786	2229298	733288	31152	4274
UK	United Kingdom	u65_	unknown (65+)	29758	3531	2119476	698141	29519	4098
UK	United Kingdom	u25_34	unknown (25-34)	27675	4044	1498667	524172	18001	2533
UK	United Kingdom	u18_24	unknown (18-24)	21169	3413	755447	259917	9192	1136
UK	United Kingdom	u13_17	unknown (13-17)	1712	661	48483	14776	456	18
