audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f25_34	female (25-34)	UK	United Kingdom	6803	396	27727570	10408157	327698	52853
f18_24	female (18-24)	UK	United Kingdom	6569	378	25175843	9331761	289959	40348
m25_34	male (25-34)	UK	United Kingdom	6692	389	19029756	6873800	262504	38481
m18_24	male (18-24)	UK	United Kingdom	6417	375	17045829	6186096	227053	28621
f35_44	female (35-44)	UK	United Kingdom	6747	396	16995755	6348822	213941	34991
m35_44	male (35-44)	UK	United Kingdom	6576	385	12350143	4369383	175514	26161
f45_54	female (45-54)	UK	United Kingdom	6682	387	9733697	3417193	141235	20504
m45_54	male (45-54)	UK	United Kingdom	6562	379	8991028	3092893	138307	18993
f55_64	female (55-64)	UK	United Kingdom	6369	374	6335264	2103635	103995	12999
m55_64	male (55-64)	UK	United Kingdom	6309	372	6085730	2041891	102918	12460
f65_	female (65+)	UK	United Kingdom	6079	353	5056162	1614983	92017	9751
m65_	male (65+)	UK	United Kingdom	5991	348	4057821	1300141	75741	7921
u35_44	unknown (35-44)	UK	United Kingdom	3656	344	377072	136625	5215	795
u45_54	unknown (45-54)	UK	United Kingdom	3731	332	291351	101320	4405	616
u25_34	unknown (25-34)	UK	United Kingdom	3077	312	237208	86763	3151	491
u55_64	unknown (55-64)	UK	United Kingdom	3557	320	198412	65201	3627	398
u65_	unknown (65+)	UK	United Kingdom	3285	295	163558	50104	3332	298
u18_24	unknown (18-24)	UK	United Kingdom	2651	277	142654	50375	1891	247
f13_17	female (13-17)	UK	United Kingdom	118	57	137953	45581	2536	69
m13_17	male (13-17)	UK	United Kingdom	113	56	70867	19842	1485	39
u13_17	unknown (13-17)	UK	United Kingdom	116	55	1584	511	25	1
