recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	BG	Bulgaria	244	68	1200031	352780	4460	174
rd2	Last 2 days	2019-05-11	2019-05-12	BG	Bulgaria	279	70	2418671	716827	8622	358
rd3	Last 3 days	2019-05-10	2019-05-12	BG	Bulgaria	315	73	3635626	1104973	13447	594
rd4	Last 4 days	2019-05-09	2019-05-12	BG	Bulgaria	338	78	4625139	1438037	16808	792
rd5	Last 5 days	2019-05-08	2019-05-12	BG	Bulgaria	378	84	5215291	1626410	19199	896
rd6	Last 6 days	2019-05-07	2019-05-12	BG	Bulgaria	391	92	5619952	1766597	20894	991
rw1	Last week	2019-05-06	2019-05-12	BG	Bulgaria	404	95	6012775	1905152	22640	1088
rw2	Last 2 weeks	2019-04-29	2019-05-12	BG	Bulgaria	617	148	10017702	3405343	34923	2140
rw3	Last 3 weeks	2019-04-22	2019-05-12	BG	Bulgaria	767	182	12553251	4429481	41976	3764
rw4	Last 4 weeks	2019-04-15	2019-05-12	BG	Bulgaria	972	237	14366031	5148344	52410	5286
rm1	Last month	2019-04-13	2019-05-12	BG	Bulgaria	1016	257	14930397	5375217	54109	5548
rm2	Last 2 months	2019-03-14	2019-05-12	BG	Bulgaria	1891	546	22988545	8609001	81515	9851
rm3	Last 3 months	2019-02-12	2019-05-12	BG	Bulgaria	2132	609	24012264	9039841	85545	10413
rm6	Last 6 months	2019-01-01	2019-05-12	BG	Bulgaria	2256	645	24408801	9206117	86871	10524
