advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w020	Week 20	CY	Cyprus	7	1	504156	211666	1655	754
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	w020	Week 20	CY	Cyprus	34	1	195776	50787	1656	0
Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	w020	Week 20	CY	Cyprus	13	1	146250	44922	609	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	w020	Week 20	CY	Cyprus	8	1	131432	49382	194	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	w020	Week 20	CY	Cyprus	6	1	122494	27500	544	0
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	w020	Week 20	CY	Cyprus	5	1	118333	56419	341	54
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	w020	Week 20	CY	Cyprus	9	1	107149	23831	760	0
European Greens		141366725876424	Facebook	w020	Week 20	CY	Cyprus	8	1	101133	32183	315	55
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	w020	Week 20	CY	Cyprus	8	1	94987	26499	742	0
Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	w020	Week 20	CY	Cyprus	10	1	83323	17916	857	0
StudentLife.com.cy	StudentLife.com.cy	219265161533109	Facebook	w020	Week 20	CY	Cyprus	7	1	79992	15499	445	0
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	w020	Week 20	CY	Cyprus	4	1	76242	21249	309	0
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	w020	Week 20	CY	Cyprus	5	1	73306	21660	329	0
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	w020	Week 20	CY	Cyprus	3	1	69996	20000	297	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	w020	Week 20	CY	Cyprus	8	1	66367	13516	146	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w020	Week 20	CY	Cyprus	3	1	55651	23161	69	13
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	w020	Week 20	CY	Cyprus	1	1	49994	9998	98	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	w020	Week 20	CY	Cyprus	1	1	37499	7500	74	0
Katerina Christophidou	Katerina Christophidou	131599480586562	Facebook	w020	Week 20	CY	Cyprus	8	1	32990	8999	791	0
Συμμαχία Πολιτών	Anastasia Fella	470323203056530	Facebook	w020	Week 20	CY	Cyprus	6	1	28810	6452	187	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	w020	Week 20	CY	Cyprus	1	1	24999	5000	49	0
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	w020	Week 20	CY	Cyprus	2	1	21665	5833	82	0
Ιακώβου Βάκης		332523037613071	Facebook	w020	Week 20	CY	Cyprus	3	1	20286	4057	196	0
Χρύσανθος Φάκας - Chrysanthos Fakas		1666515286969405	Facebook	w020	Week 20	CY	Cyprus	1	1	16666	3333	29	0
Αντιγόνη Παπαδοπούλου - Η φωνή του ενεργού πολίτη		243308565736627	Facebook	w020	Week 20	CY	Cyprus	1	1	14999	3000	29	0
VoteWatch Europe		355087424564148	Facebook	w020	Week 20	CY	Cyprus	5	1	9667	4205	17	5
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	w020	Week 20	CY	Cyprus	4	1	5260	1961	19	3
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	w020	Week 20	CY	Cyprus	1	1	4998	999	99	0
Μαρία Παστελλά		408568246617951	Facebook	w020	Week 20	CY	Cyprus	1	1	3330	1665	32	0
VOIS Cyprus		571975636495930	Facebook	w020	Week 20	CY	Cyprus	1	1	2497	1249	24	0
ETUC		129041250601685	Facebook	w020	Week 20	CY	Cyprus	1	1	941	470	2	0
Tuunes		992176580926495	Facebook	w020	Week 20	CY	Cyprus	6	1	540	124	2	0
Guardian Weekly		64525551258	Facebook	w020	Week 20	CY	Cyprus	3	1	380	75	1	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	w020	Week 20	CY	Cyprus	1	1	184	92	1	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	w020	Week 20	CY	Cyprus	2	1	128	64	1	0
Arte		656089814494677	Facebook	w020	Week 20	CY	Cyprus	3	1	81	15	1	0
TransformingTransport		1635700990066863	Facebook	w020	Week 20	CY	Cyprus	1	1	66	13	0	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	w020	Week 20	CY	Cyprus	1	1	45	9	0	0
S&P Global		112495188784373	Facebook	w020	Week 20	CY	Cyprus	11	1	38	8	0	0
YOGA BURN		146316959083110	Facebook	w020	Week 20	CY	Cyprus	3	1	12	2	0	0
Guyana Petroleum Digest		473952516429906	Facebook	w020	Week 20	CY	Cyprus	1	1	3	0	0	0
Acamar Analysis and Consulting		192597328320978	Facebook	w020	Week 20	CY	Cyprus	1	1	1	0	0	0
مفوضية اللاجئين		188842724507690	Facebook	w020	Week 20	CY	Cyprus	1	1	0	0	0	0
Human Rights Tattoo		245416135560300	Facebook	w020	Week 20	CY	Cyprus	1	1	0	0	0	0
Routledge Politics, IR and Strategic Studies		59321208735	Facebook	w020	Week 20	CY	Cyprus	1	1	0	0	0	0
