recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	LU	Luxembourg	231	55	308301	91144	2955	125
rd2	Last 2 days	2019-05-06	2019-05-07	LU	Luxembourg	249	60	630960	185758	6033	250
rd3	Last 3 days	2019-05-05	2019-05-07	LU	Luxembourg	260	64	891575	267286	7787	376
rd4	Last 4 days	2019-05-04	2019-05-07	LU	Luxembourg	288	65	1239305	392383	9434	495
rd5	Last 5 days	2019-05-03	2019-05-07	LU	Luxembourg	316	73	1668617	533036	11846	615
rd6	Last 6 days	2019-05-02	2019-05-07	LU	Luxembourg	338	78	1970910	638571	13207	715
rw1	Last week	2019-05-01	2019-05-07	LU	Luxembourg	371	83	2443847	779676	15843	1015
rw2	Last 2 weeks	2019-04-24	2019-05-07	LU	Luxembourg	609	123	4309441	1430261	26141	1600
rw3	Last 3 weeks	2019-04-17	2019-05-07	LU	Luxembourg	753	162	4849246	1573989	29835	1875
rw4	Last 4 weeks	2019-04-10	2019-05-07	LU	Luxembourg	1134	257	6489920	2012738	37812	2366
rm1	Last month	2019-04-08	2019-05-07	LU	Luxembourg	1224	293	6779477	2090460	39516	2437
rm2	Last 2 months	2019-03-09	2019-05-07	LU	Luxembourg	2075	517	11073375	3558603	66741	4988
rm3	Last 3 months	2019-02-07	2019-05-07	LU	Luxembourg	2323	556	11993544	3809077	71279	5307
rm6	Last 6 months	2019-01-01	2019-05-07	LU	Luxembourg	2438	578	12212868	3882306	72347	5368
