audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	CZ	Czechia	1069	177	7124559	2689110	34089	8913
m18_24	male (18-24)	CZ	Czechia	917	171	5490148	2050524	25230	6926
f25_34	female (25-34)	CZ	Czechia	1097	178	5069366	2019790	23722	6503
f18_24	female (18-24)	CZ	Czechia	919	170	4141494	1649778	18058	5200
m35_44	male (35-44)	CZ	Czechia	1073	175	3972759	1405694	20406	5238
f35_44	female (35-44)	CZ	Czechia	1088	175	3341571	1286110	16446	4399
m45_54	male (45-54)	CZ	Czechia	1021	163	2213201	751744	12103	3055
f45_54	female (45-54)	CZ	Czechia	1033	162	2143526	788982	11265	2876
f55_64	female (55-64)	CZ	Czechia	978	154	1522793	530195	9463	2318
f65_	female (65+)	CZ	Czechia	874	134	1260387	432738	8316	2035
m55_64	male (55-64)	CZ	Czechia	951	153	1105392	364233	6711	1643
m65_	male (65+)	CZ	Czechia	865	130	1084072	363451	6621	1623
m13_17	male (13-17)	CZ	Czechia	68	19	98249	31456	364	78
f13_17	female (13-17)	CZ	Czechia	67	21	94690	28686	302	61
u25_34	unknown (25-34)	CZ	Czechia	828	166	59459	22354	291	78
u35_44	unknown (35-44)	CZ	Czechia	860	163	53105	19164	290	76
u18_24	unknown (18-24)	CZ	Czechia	624	146	18556	6701	88	24
u45_54	unknown (45-54)	CZ	Czechia	704	144	16049	5521	93	23
u65_	unknown (65+)	CZ	Czechia	593	117	16010	5697	91	23
u55_64	unknown (55-64)	CZ	Czechia	541	123	6930	2332	42	10
u13_17	unknown (13-17)	CZ	Czechia	58	21	401	117	1	0
