advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	m25_34	male (25-34)	CZ	Czechia	11	1	916490	441071	5363	2022
European Commission	European Commission	107898832590939	Facebook	m25_34	male (25-34)	CZ	Czechia	21	1	883830	420882	4115	809
European Parliament	European Parliament	178362315106	Facebook	m25_34	male (25-34)	CZ	Czechia	13	1	499477	213949	3301	655
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	m25_34	male (25-34)	CZ	Czechia	12	1	443457	196201	1300	273
ČSSD	ČSSD	111041662264882	Facebook	m25_34	male (25-34)	CZ	Czechia	110	1	398826	145113	3574	774
Andrej Babiš	ANO	214827221987263	Facebook	m25_34	male (25-34)	CZ	Czechia	9	1	295423	133531	1894	520
TOP 09	TOP 09	90002267161	Facebook	m25_34	male (25-34)	CZ	Czechia	13	1	291478	112726	660	218
Svobodní	Svobodní	43855944703	Facebook	m25_34	male (25-34)	CZ	Czechia	40	1	236141	55046	1198	261
Info.cz	Info.cz	1269502056393120	Facebook	m25_34	male (25-34)	CZ	Czechia	23	1	208403	48974	807	188
Jaroslav Suchý	Lambert Vojtech	778460319203526	Facebook	m25_34	male (25-34)	CZ	Czechia	41	1	204679	90707	920	238
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	m25_34	male (25-34)	CZ	Czechia	55	1	195780	49991	596	129
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	m25_34	male (25-34)	CZ	Czechia	20	1	179096	66609	611	190
HLAS	První prezidentská	320144481956623	Facebook	m25_34	male (25-34)	CZ	Czechia	15	1	135832	50967	161	61
ODS - Občanská demokratická strana	ODS - Občanská demokratická strana	30575632699	Facebook	m25_34	male (25-34)	CZ	Czechia	10	1	124422	49105	232	71
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	m25_34	male (25-34)	CZ	Czechia	6	1	110783	39806	756	350
Veronika Luňáková	ODS - Občanská demokratická strana	311589326158964	Facebook	m25_34	male (25-34)	CZ	Czechia	9	1	109691	47258	152	36
Evropa společně	Evropa společně	535611970260854	Facebook	m25_34	male (25-34)	CZ	Czechia	5	1	108316	44747	271	87
Pavel Poc	Poc Pavel	202974613060409	Facebook	m25_34	male (25-34)	CZ	Czechia	13	1	93681	26097	298	60
Josef Valihrach - kandidát do Evropského parlamentu	Soukromníci  - Strana soukromníků České republiky	1055203891355904	Facebook	m25_34	male (25-34)	CZ	Czechia	11	1	92176	20590	95	47
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	m25_34	male (25-34)	CZ	Czechia	11	1	87787	28344	327	93
Dita Charanzová	ANO	219333261570307	Facebook	m25_34	male (25-34)	CZ	Czechia	9	1	80645	22807	832	236
Vlastibor Čermák, kandidát SPD do EP 2019	Cermak Vlastibor	435237393688140	Facebook	m25_34	male (25-34)	CZ	Czechia	5	1	68735	13747	268	54
Radka Trylčová do Evropského parlamentu	ODS - Občanská demokratická strana	388570561882834	Facebook	m25_34	male (25-34)	CZ	Czechia	69	1	67163	15893	248	56
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	m25_34	male (25-34)	CZ	Czechia	8	1	55917	20223	246	98
Volime-Hynka-007	ODS - Občanská demokratická strana	339021716804527	Facebook	m25_34	male (25-34)	CZ	Czechia	12	1	55316	11785	288	57
