country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	m25_34	male (25-34)	4888	905	14765920	5349677	58816	13648
CZ	Czechia	m18_24	male (18-24)	4447	812	12271423	4565185	44377	12049
CZ	Czechia	m35_44	male (35-44)	5110	887	9110600	3057823	37698	8670
CZ	Czechia	f18_24	female (18-24)	4505	822	8977776	3443705	28240	8469
CZ	Czechia	f25_34	female (25-34)	5171	912	8076678	2897145	29624	7066
CZ	Czechia	m45_54	male (45-54)	4627	847	5413932	1771571	22867	5488
CZ	Czechia	f35_44	female (35-44)	5096	895	5285774	1853193	20951	5009
CZ	Czechia	f45_54	female (45-54)	4686	850	3923816	1319683	15877	3935
CZ	Czechia	f55_64	female (55-64)	3946	780	3203839	1005196	13759	3388
CZ	Czechia	m55_64	male (55-64)	3933	780	2807160	853707	11390	2746
