advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	10k_50k	10k - 50k	AT	Austria	8	1	399991	79999	3991	799
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	10k_50k	10k - 50k	AT	Austria	5	1	249994	49999	894	99
Harald Vilimsky	FPÖ	547597092025909	Facebook	10k_50k	10k - 50k	AT	Austria	3	1	149996	29999	696	99
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	10k_50k	10k - 50k	AT	Austria	2	1	99998	20000	598	100
Claudia Gamon	NEOS	447992848717452	Facebook	10k_50k	10k - 50k	AT	Austria	2	1	99997	20000	998	199
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	10000	99	0
Alma Zadic	NR KLUB JETZT	1891626681100935	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	10000	99	0
Peter Pilz	NR KLUB JETZT	127399223970566	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	10000	499	100
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	9999	99	0
Peter Hametner	Peter Hametner	388385461980020	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	10000	99	0
kontrast.at	kontrast.at	1079650008770485	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	10000	99	0
Werner Kogler	Die Grünen	133612666671985	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	10000	499	100
Wirtschaftskammer	Wirtschaftskammer	125946327466544	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49999	10000	98	0
KPÖ PLUS	KPÖ PLUS	849742871847407	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49998	9999	498	99
Die neue SPÖ Tirol	SPÖ Tirol	172040642860223	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49988	9997	98	0
GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	49969	9994	98	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	10k_50k	10k - 50k	AT	Austria	2	1	705	141	1	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	117	23	0	0
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	43	8	0	0
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	10k_50k	10k - 50k	AT	Austria	2	1	9	1	0	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	10k_50k	10k - 50k	AT	Austria	1	1	9	1	0	0
