impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	AT	Austria	62	26	58954	0	5842	0
1k_5k	1k - 5k	AT	Austria	53	30	245006	49011	4851	0
5k_10k	5k - 10k	AT	Austria	18	14	120138	60075	1189	0
10k_50k	10k - 50k	AT	Austria	38	21	1550815	310169	9470	1600
50k_100k	50k - 100k	AT	Austria	4	3	300288	150145	2497	1099
100k_200k	100k - 200k	AT	Austria	6	4	604668	302336	6008	1202
200k_500k	200k - 500k	AT	Austria	2	2	999997	399999	5497	1099
500k_1m	500k - 1m	AT	Austria	1	1	1000000	500001	4999	1000
