age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	SK	Slovakia	420	145	734984	284674	2838	183
18_24	18-24	SK	Slovakia	3624	656	17616169	6323856	88633	10109
25_34	25-34	SK	Slovakia	4915	717	20633041	7144649	121995	12296
35_44	35-44	SK	Slovakia	5039	707	13544691	4476264	98052	7750
45_54	45-54	SK	Slovakia	4767	663	7981670	2491783	68718	4144
55_64	55-64	SK	Slovakia	3858	615	5914873	1655043	61795	2040
65_	65+	SK	Slovakia	3424	539	3431262	949976	36910	1162
