region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
baden_wurttemberg	Baden-Württemberg	DE	Germany	2315	91	3441099	511836	155119	70
bayern	Bayern	DE	Germany	1038	70	2063441	627599	32920	2395
berlin	Berlin	DE	Germany	685	59	631772	174964	9631	425
brandenburg	Brandenburg	DE	Germany	661	64	146742	17446	7633	0
bremen	Bremen	DE	Germany	704	52	183548	7425	15288	0
hamburg	Hamburg	DE	Germany	703	58	177876	23743	9273	14
hessen	Hessen	DE	Germany	1477	63	1845409	285622	74979	156
mecklenburg_vorpommern	Mecklenburg-Vorpommern	DE	Germany	718	54	370512	51080	18668	0
niedersachsen	Niedersachsen	DE	Germany	1664	62	2706108	491296	90257	28
nordrhein_westfalen	Nordrhein-Westfalen	DE	Germany	1745	80	4493930	1024133	100028	269
rheinland_pfalz	Rheinland-Pfalz	DE	Germany	1386	72	1559875	251291	68866	63
saarland	Saarland	DE	Germany	648	55	521281	104352	11939	200
sachsen	Sachsen	DE	Germany	836	73	430152	51198	23556	7
saxony_anhalt	Saxony-Anhalt	DE	Germany	750	61	445750	63214	18233	1
schleswig_holstein	Schleswig-Holstein	DE	Germany	1045	59	911540	132305	41509	3
thuringen	Thüringen	DE	Germany	717	63	324136	49985	15475	13
