advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FDP	FDP	21289227249	Facebook	hamburg	Hamburg	DE	Germany	1016	1	921599	217976	11379	111
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	hamburg	Hamburg	DE	Germany	904	1	406212	122289	3350	489
CDU Hamburg-Nord	CDU Hamburg-Nord	685221951523894	Facebook	hamburg	Hamburg	DE	Germany	114	1	362886	56000	12886	400
DIE LINKE	DIE LINKE	47694585682	Facebook	hamburg	Hamburg	DE	Germany	110	1	324450	84854	3508	0
SPD	SPD	47930567748	Facebook	hamburg	Hamburg	DE	Germany	3643	1	246393	107994	2464	117
GRÜNE Hamburg	GRÜNE Hamburg	25406037041	Facebook	hamburg	Hamburg	DE	Germany	27	1	187363	65523	3003	100
CDU Hamburg	CDU Landesverband Hamburg	173796242642081	Facebook	hamburg	Hamburg	DE	Germany	13	1	165855	41967	2484	300
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	hamburg	Hamburg	DE	Germany	101	1	131960	45614	842	185
SPD Wandsbek	Andre Schneider	182588003457	Facebook	hamburg	Hamburg	DE	Germany	22	1	111713	27944	2571	99
Jusos Hamburg	SPD Hamburg	114266450799	Facebook	hamburg	Hamburg	DE	Germany	3	1	109899	24980	696	100
Lars Boettger	Lars Boettger	1150644375098670	Facebook	hamburg	Hamburg	DE	Germany	4	1	99708	19763	746	94
CDU Altona	CDU Kreisverband Altona/Elbvororte	619070778260499	Facebook	hamburg	Hamburg	DE	Germany	5	1	63352	15271	858	92
FDP Hamburg	FDP Hamburg	189184071108491	Facebook	hamburg	Hamburg	DE	Germany	17	1	61983	14000	2083	100
Timo Fischer	Timo Fischer	2150569171631747	Facebook	hamburg	Hamburg	DE	Germany	2	1	59998	15000	198	0
AfD Bezirk Hamburg-Eimsbüttel	Harald Bernd Weiland	1563759740356396	Facebook	hamburg	Hamburg	DE	Germany	2	1	59998	15000	598	100
CDU	CDU	78502295414	Facebook	hamburg	Hamburg	DE	Germany	74	1	59249	18248	970	1
Social Media Ads	Alexander Dietrich	561953460655717	Facebook	hamburg	Hamburg	DE	Germany	2	1	55093	12547	149	0
GRÜNE JUGEND Hamburg	GRÜNE JUGEND Hamburg	202668476436727	Facebook	hamburg	Hamburg	DE	Germany	2	1	54998	11000	198	0
Roland Heintze	CDU Landesverband Hamburg	751240091655625	Facebook	hamburg	Hamburg	DE	Germany	6	1	54994	26000	594	0
Knut Fleckenstein	SPD Hamburg	194900680538033	Facebook	hamburg	Hamburg	DE	Germany	1	1	49999	10000	99	0
Lena Otto SPD	SPD Hamburg-Nord	273723356885700	Facebook	hamburg	Hamburg	DE	Germany	1	1	49999	10000	99	0
Jusos Hamburg Nord	SPD Hamburg-Nord	84340911950	Facebook	hamburg	Hamburg	DE	Germany	1	1	49999	10000	99	0
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	hamburg	Hamburg	DE	Germany	21	1	32759	15463	153	29
SPD Hamburg	SPD Hamburg	130273271119	Facebook	hamburg	Hamburg	DE	Germany	2	1	19998	10000	998	200
SPD Eimsbüttel	SPD Hamburg	251214968313715	Facebook	hamburg	Hamburg	DE	Germany	10	1	17990	2000	990	0
FDP Altona	Freie Demokratische Partei FDP Bezirksverband Altona	603208893090843	Facebook	hamburg	Hamburg	DE	Germany	6	1	16106	2852	465	0
Katarina Barley	SPD	1522202731410785	Facebook	hamburg	Hamburg	DE	Germany	760	1	15338	3340	275	5
Christoph Ploß	CDU Hamburg-Nord	266691460417403	Facebook	hamburg	Hamburg	DE	Germany	15	1	14985	0	1485	0
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	hamburg	Hamburg	DE	Germany	17	1	14411	3333	223	4
Avaaz	Avaaz	8340223883	Facebook	hamburg	Hamburg	DE	Germany	25	1	11926	5196	106	20
Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	hamburg	Hamburg	DE	Germany	5	1	10816	5385	54	10
GRÜNE Elbvororte	Johannes Benjamin Harders	2299886463578417	Facebook	hamburg	Hamburg	DE	Germany	2	1	10065	4533	188	0
Die Linke Harburg		429151107914173	Facebook	hamburg	Hamburg	DE	Germany	1	1	9999	5000	99	0
European Parliament	European Parliament	178362315106	Facebook	hamburg	Hamburg	DE	Germany	13	1	9346	4298	58	13
AfD Hamburg-Bergedorf	Eugen Seiler 	179649492694260	Facebook	hamburg	Hamburg	DE	Germany	5	1	8400	944	458	0
GRÜNE Wandsbek	GRÜNE Wandsbek	185448971484872	Facebook	hamburg	Hamburg	DE	Germany	8	1	7992	0	792	0
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	hamburg	Hamburg	DE	Germany	15	1	7913	3486	118	26
GRÜNE Altona	GRÜNE Altona	123878004343494	Facebook	hamburg	Hamburg	DE	Germany	4	1	7899	993	388	0
