advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	central_finland_FI	Central Finland, Finland	282	1	953740	366590	6271	1337
European Parliament		178362315106	Facebook	central_finland_FI	Central Finland, Finland	71	1	518705	241191	4142	1525
Johanna Karjula		460881870610568	Facebook	central_finland_FI	Central Finland, Finland	5	1	115995	26000	895	100
Vihreät - De Gröna		33722070600	Facebook	central_finland_FI	Central Finland, Finland	32	1	102226	39694	448	100
Keskusta	Suomen Keskusta	55312855747	Facebook	central_finland_FI	Central Finland, Finland	10	1	87012	18735	545	93
Oatly		585888148224935	Facebook	central_finland_FI	Central Finland, Finland	5	1	66153	26457	344	83
Kokoomus	Kokoomus	201285237101	Facebook	central_finland_FI	Central Finland, Finland	43	1	60775	8055	2753	47
Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	central_finland_FI	Central Finland, Finland	7	1	58731	11921	544	105
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	central_finland_FI	Central Finland, Finland	4	1	55124	13824	925	184
WWF Suomi		119054448115588	Facebook	central_finland_FI	Central Finland, Finland	7	1	54455	26421	227	63
Marika Visakorpi eduskuntaan		888194464523887	Facebook	central_finland_FI	Central Finland, Finland	1	1	47842	9568	477	95
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	central_finland_FI	Central Finland, Finland	13	1	38893	14295	330	79
Kaisa Penny		259256970891807	Facebook	central_finland_FI	Central Finland, Finland	24	1	32242	9988	351	10
K-Supermarket		380462231997295	Facebook	central_finland_FI	Central Finland, Finland	6	1	27294	11593	514	115
Mikkel Näkkäläjärvi		617733068345315	Facebook	central_finland_FI	Central Finland, Finland	38	1	26479	6094	374	6
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	central_finland_FI	Central Finland, Finland	15	1	24559	8366	375	0
Piia Kurki	Piia Kurki	270567833058986	Facebook	central_finland_FI	Central Finland, Finland	25	1	24281	6289	229	26
Neste		1083597725003936	Facebook	central_finland_FI	Central Finland, Finland	1	1	23328	9331	233	46
Matleena Käppi		1806983809518838	Facebook	central_finland_FI	Central Finland, Finland	7	1	22822	3974	686	0
Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	central_finland_FI	Central Finland, Finland	5	1	22481	8757	44	4
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	central_finland_FI	Central Finland, Finland	12	1	22466	5973	401	89
Miapetra Kumpula-Natri		922311201130062	Facebook	central_finland_FI	Central Finland, Finland	13	1	21940	7046	196	46
XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	central_finland_FI	Central Finland, Finland	28	1	20358	7723	148	4
Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	central_finland_FI	Central Finland, Finland	31	1	18730	4205	224	19
Ville Seppälä		315737209026761	Facebook	central_finland_FI	Central Finland, Finland	4	1	15853	2973	392	0
