age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
65_	65+	BE	Belgium	sp.a	sp.a	57253967150	Facebook	181	1	1875711	622137	19372	3223
65_	65+	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	102	1	1851135	791086	16775	3969
65_	65+	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	1667027	762962	13602	2902
65_	65+	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	105	1	1405542	584453	9316	2010
65_	65+	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	329	1	1150556	412118	10643	1608
65_	65+	BE	Belgium	European Parliament		178362315106	Facebook	95	1	818919	338408	5549	1286
65_	65+	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	416	1	758455	214267	9863	937
65_	65+	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	77	1	702918	240639	5413	1070
65_	65+	BE	Belgium	DéFI	DéFI	173518112695794	Facebook	143	1	658418	141898	4765	412
65_	65+	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	619939	254637	2481	878
65_	65+	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	128	1	586090	197827	7050	1556
65_	65+	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	85	1	483455	165292	3840	746
65_	65+	BE	Belgium	Groen	Groen	84920854319	Facebook	95	1	477697	166512	2538	342
65_	65+	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	79	1	469504	172321	8335	1761
65_	65+	BE	Belgium	Sign for my Future		1345513882259768	Facebook	69	1	464633	203587	3172	728
65_	65+	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	453356	193935	4416	1154
65_	65+	BE	Belgium	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	45	1	439093	136000	2744	369
65_	65+	BE	Belgium	CD&V	CD&V	52997544531	Facebook	56	1	362870	129749	2540	367
65_	65+	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	343783	133519	2017	473
65_	65+	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	37	1	308458	143802	1337	256
65_	65+	BE	Belgium	Greenpeace Belgium		73232790238	Facebook	70	1	256794	90273	2590	297
65_	65+	BE	Belgium	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	5	1	226421	93724	2021	463
65_	65+	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	14	1	183630	69459	1352	268
65_	65+	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	87	1	174315	68741	474	21
65_	65+	BE	Belgium	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	101	1	136803	30264	2382	123
65_	65+	BE	Belgium	Bart De Wever		24079407056	Facebook	2	1	128653	51461	1286	257
65_	65+	BE	Belgium	Marie Arena		109149719130331	Facebook	20	1	127442	37125	456	9
65_	65+	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	10	1	116428	37814	862	145
65_	65+	BE	Belgium	WWF-Belgium	WWF-Belgium	110844205773	Facebook	24	1	115937	50047	826	53
65_	65+	BE	Belgium	UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	13	1	112597	46794	698	131
65_	65+	BE	Belgium	Conner Rousseau	Conner Rousseau	942750852588816	Facebook	23	1	111740	24790	1086	257
65_	65+	BE	Belgium	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	79	1	106941	27245	884	70
65_	65+	BE	Belgium	Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	144	1	104358	20258	1303	23
65_	65+	BE	Belgium	Kim De Witte	PVDA	315662412174661	Facebook	12	1	102934	28249	910	178
65_	65+	BE	Belgium	Gelijke kansen - Egalité des chances		1757055917947545	Facebook	23	1	92961	22149	1041	0
65_	65+	BE	Belgium	Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	11	1	88081	30883	854	285
65_	65+	BE	Belgium	Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	141	1	83896	21844	1389	3
65_	65+	BE	Belgium	sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	29	1	83729	32259	604	85
65_	65+	BE	Belgium	Christian Leysen	Christian Leysen	403864600161608	Facebook	13	1	82361	29032	1936	365
65_	65+	BE	Belgium	CD&V Limburg	CD&V Limburg	495564387205601	Facebook	23	1	80332	18528	705	122
65_	65+	BE	Belgium	Michael Freilich - 5de plaats Kamer		609777409464271	Facebook	11	1	79935	21068	684	125
65_	65+	BE	Belgium	Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	15	1	78312	23997	430	56
65_	65+	BE	Belgium	Hendrik Bogaert	Bogaert Hendrik Frank	277636928983663	Facebook	49	1	76112	15676	1194	71
65_	65+	BE	Belgium	Kris Peeters	Kris Peeters	192181027566488	Facebook	13	1	75284	22878	516	64
65_	65+	BE	Belgium	Le racisme, vous valez mieux que ça		1858720887787052	Facebook	5	1	73837	28923	309	75
65_	65+	BE	Belgium	Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	15	1	68669	18049	572	143
65_	65+	BE	Belgium	L'OCCITANE en Provence		161197393938517	Facebook	5	1	67514	31581	297	144
65_	65+	BE	Belgium	Shopwala Europe		393367314768104	Facebook	12	1	60563	20836	569	125
65_	65+	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	5	1	60124	22834	565	111
65_	65+	BE	Belgium	sp.a Limburg	sp.a Limburg	885074558184212	Facebook	22	1	54282	16287	495	23
65_	65+	BE	Belgium	GAIA - Global Action in the Interest of Animals		208140805905898	Facebook	1	1	52453	26226	130	26
65_	65+	BE	Belgium	Le Lombard		49864931287	Facebook	2	1	51845	25922	158	31
65_	65+	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	79	1	51803	17491	288	42
65_	65+	BE	Belgium	Elio Di Rupo	Parti Socialiste (PS)	16301530829	Facebook	5	1	51308	10869	117	0
65_	65+	BE	Belgium	ExxonMobil		925007000949719	Facebook	26	1	46647	9879	340	45
65_	65+	BE	Belgium	Koen Geens	CD&V	294055357407926	Facebook	30	1	46298	12405	467	16
65_	65+	BE	Belgium	PTB	PTB	53838654385	Facebook	6	1	45697	22042	166	23
65_	65+	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	60	1	45504	12694	211	7
65_	65+	BE	Belgium	Meyrem Almaci	Meyrem Almaci	1943402032590802	Facebook	10	1	45393	14489	239	31
65_	65+	BE	Belgium	Solvari België		118790941561498	Facebook	6	1	45287	16541	460	89
65_	65+	BE	Belgium	Vincent De Wolf	Vincent Gilles De Wolf	399983396831282	Facebook	10	1	44017	9233	251	24
65_	65+	BE	Belgium	Oxford Academic (Oxford University Press)		188890111132385	Facebook	6	1	43231	17416	506	112
