country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	f	female	11985	3123	124788096	48121520	1016731	169945
FR	France	m	male	11345	2988	110193666	43061598	900103	160136
FR	France	u	unknown	10040	2829	2198733	810581	19799	3038
