advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	55_64	55-64	3898	1	21941857	6563638	254925	36650
Ciudadanos	Ciudadanos	74078667754	Facebook	55_64	55-64	4766	1	14584689	4508486	138064	11493
Partido Popular	Partido Popular	72249031214	Facebook	55_64	55-64	2897	1	11155997	3429496	105213	5927
Podemos	Unidas Podemos	269212336568846	Facebook	55_64	55-64	214	1	10690606	4838828	71723	19078
People's Vote UK	People's Vote	748608695327755	Facebook	55_64	55-64	3375	1	10176806	3312701	161661	27400
European Parliament		178362315106	Facebook	55_64	55-64	939	1	9095753	3973354	55818	12393
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	55_64	55-64	87	1	8094754	3606217	17329	5137
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	55_64	55-64	361	1	8083151	3287504	36607	7064
The Labour Party	The Labour Party	25749647410	Facebook	55_64	55-64	623	1	6647316	2629033	58508	13190
We are the 52%	We are the 52%	466744973727718	Facebook	55_64	55-64	278	1	6618808	2403876	19070	2500
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	55_64	55-64	3445	1	6298548	2011308	115474	12120
Conservatives	The Conservative Party	8807334278	Facebook	55_64	55-64	1748	1	6259803	2440421	79371	10559
38 Degrees	38 Degrees	200006375787	Facebook	55_64	55-64	642	1	6188558	2251649	42586	6140
SPD	SPD	47930567748	Facebook	55_64	55-64	6169	1	5935036	1511570	155146	6885
Partito Democratico		77034286895	Facebook	55_64	55-64	137	1	5256332	2300287	20839	4879
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	55_64	55-64	125	1	5225770	2185565	9934	2605
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	55_64	55-64	51	1	4862007	2275362	10467	4629
Best For Britain	Best for Britain	1863944713844924	Facebook	55_64	55-64	757	1	4687296	1927562	72663	16221
România în primul rând	Future Innovation	770704223323599	Facebook	55_64	55-64	81	1	3833262	1672178	5257	1215
sp.a	sp.a	57253967150	Facebook	55_64	55-64	245	1	3661029	1333551	21569	4339
The Brexit Party	The Brexit Party	230416667843105	Facebook	55_64	55-64	76	1	3590903	1698665	51268	15244
Sosialidemokraatit SDP		108945982480217	Facebook	55_64	55-64	271	1	3467505	1403475	20476	4343
Fidesz	Fidesz	9844779306	Facebook	55_64	55-64	76	1	3355309	1605671	11618	5718
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	55_64	55-64	2213	1	3320833	1031350	52021	4710
Greenpeace France		39435457457	Facebook	55_64	55-64	124	1	3089723	1402458	16590	3825
