advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	35_44	35-44	1211	1	37095599	16751167	218106	55484
Podemos	Unidas Podemos	269212336568846	Facebook	35_44	35-44	318	1	26607687	11814851	161181	42103
Ciudadanos	Ciudadanos	74078667754	Facebook	35_44	35-44	5487	1	24541498	7388377	256502	17228
People's Vote UK	People's Vote	748608695327755	Facebook	35_44	35-44	3425	1	20503748	7156915	265199	48517
Kialo		729627343834501	Facebook	35_44	35-44	744	1	17111360	6882943	117329	29224
Partido Popular	Partido Popular	72249031214	Facebook	35_44	35-44	1296	1	16189316	6146499	92874	13436
Britain's Future	Britain's Future	1625300137516491	Facebook	35_44	35-44	3881	1	13450441	4230055	155262	22947
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	35_44	35-44	3487	1	9668588	3318552	140186	18092
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	35_44	35-44	181	1	9400624	4268312	25252	5611
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	35_44	35-44	2286	1	7984014	2740818	89252	10363
Conservatives	The Conservative Party	8807334278	Facebook	35_44	35-44	1923	1	7881434	3063722	85227	11541
sp.a	sp.a	57253967150	Facebook	35_44	35-44	303	1	7845744	3195338	33218	7823
The Labour Party	The Labour Party	25749647410	Facebook	35_44	35-44	603	1	7448810	2980431	58043	12409
CDU	CDU	78502295414	Facebook	35_44	35-44	3170	1	7055402	1701055	68250	1536
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	35_44	35-44	81	1	7039868	3176430	14696	4370
Best For Britain	Best for Britain	1863944713844924	Facebook	35_44	35-44	818	1	6352581	2689485	80625	19469
Rädda Barnen		72659261793	Facebook	35_44	35-44	549	1	6250981	1971382	55058	13910
PSOE	PSOE	189318235003	Facebook	35_44	35-44	331	1	5904736	2364098	19346	3630
SPD	SPD	47930567748	Facebook	35_44	35-44	5974	1	5449752	1831525	89066	7131
FDP	FDP	21289227249	Facebook	35_44	35-44	2096	1	5184632	1550402	43290	2229
European Greens	European Greens	141366725876424	Facebook	35_44	35-44	88	1	4886609	2187156	33407	8264
Partito Democratico		77034286895	Facebook	35_44	35-44	137	1	4817238	2177654	16566	4356
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	35_44	35-44	109	1	4796173	1982760	11025	2701
Greenpeace France		39435457457	Facebook	35_44	35-44	129	1	4644474	2077423	22759	5236
Vlaams Belang	Vlaams Belang	56605856504	Facebook	35_44	35-44	66	1	4575931	2119852	29784	6647
