country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	f	female	51558	5133	439357888	150475443	5536373	761420
UK	United Kingdom	m	male	50740	5046	446258648	151668671	5431680	726218
UK	United Kingdom	u	unknown	42523	4747	11941411	4015328	157833	22031
