advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Lilian Marijnissen	SP	844559615710915	Facebook	w004	Week 4	NL	Netherlands	1	1	199998	99999	498	99
Blendle		181375052003138	Facebook	w004	Week 4	NL	Netherlands	15	1	178985	37000	2685	300
Vereniging Eigen Huis		371735371563	Facebook	w004	Week 4	NL	Netherlands	2	1	29399	14279	167	27
Jeroen Lenaers		316960281776479	Facebook	w004	Week 4	NL	Netherlands	5	1	20708	7641	128	40
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	w004	Week 4	NL	Netherlands	12	1	20573	6452	145	18
Deloitte Nederland		319495812163	Facebook	w004	Week 4	NL	Netherlands	2	1	15051	3010	58	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w004	Week 4	NL	Netherlands	3	1	2263	986	9	1
Weekplanner - Structuur en planning oplossingen voor schoolgaande kinderen		336729963116870	Facebook	w004	Week 4	NL	Netherlands	1	1	1885	377	3	0
De Liberalisten		193566098045383	Facebook	w004	Week 4	NL	Netherlands	1	1	1323	264	26	0
We love Netherlands		2068523633437857	Facebook	w004	Week 4	NL	Netherlands	1	1	999	0	7	3
Klang der Solidarität		385076005313967	Facebook	w004	Week 4	NL	Netherlands	6	1	956	256	2	0
Lars Berndt		1810246399095484	Facebook	w004	Week 4	NL	Netherlands	1	1	908	181	18	0
Treevotion		312276899356713	Facebook	w004	Week 4	NL	Netherlands	4	1	466	164	0	0
Open Kitchen Market - OKM		801020620004759	Facebook	w004	Week 4	NL	Netherlands	1	1	388	0	38	0
Le Monde		14892757589	Facebook	w004	Week 4	NL	Netherlands	7	1	357	141	0	0
Flora & Fauna		303798486465804	Facebook	w004	Week 4	NL	Netherlands	3	1	204	65	0	0
LegacyFx		966644110116765	Facebook	w004	Week 4	NL	Netherlands	1	1	200	100	0	0
FT Transact		643057169228509	Facebook	w004	Week 4	NL	Netherlands	1	1	183	91	1	0
Soviet Visuals		1160495674016675	Facebook	w004	Week 4	NL	Netherlands	9	1	146	28	2	0
Circling Europe		503234379789523	Facebook	w004	Week 4	NL	Netherlands	1	1	109	21	1	0
Orbex		1415953441956155	Facebook	w004	Week 4	NL	Netherlands	1	1	88	17	0	0
Civil Liberties Union for Europe		1424938757739868	Facebook	w004	Week 4	NL	Netherlands	1	1	49	9	0	0
Financial Times		8860325749	Facebook	w004	Week 4	NL	Netherlands	2	1	25	5	0	0
International Growth Centre	London School of Economics and Political Science	121645431208100	Facebook	w004	Week 4	NL	Netherlands	1	1	21	4	0	0
Petition For A New Nobel Prize For The Fight Against Climate Change	Helene Costa - Petition For A New Nobel Prize For the Fight Against Climate Change	2412593152099304	Facebook	w004	Week 4	NL	Netherlands	9	1	17	2	0	0
