audience_code_filter	audience_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f65_	female (65+)	Britain's Future	Britain's Future	1625300137516491	Facebook	3885	1	11157216	3283503	132873	18752
f65_	female (65+)	Ciudadanos	Ciudadanos	74078667754	Facebook	4196	1	4653044	1437940	46053	3631
f65_	female (65+)	Partido Popular	Partido Popular	72249031214	Facebook	1362	1	4187923	1222137	54712	2051
f65_	female (65+)	People's Vote UK	People's Vote	748608695327755	Facebook	3162	1	4062925	1289828	65709	10810
f65_	female (65+)	38 Degrees	38 Degrees	200006375787	Facebook	642	1	3566304	1278151	24557	3361
f65_	female (65+)	Podemos	Unidas Podemos	269212336568846	Facebook	187	1	3258850	1472204	21907	5729
f65_	female (65+)	Conservatives	The Conservative Party	8807334278	Facebook	1485	1	2964215	1116565	40283	5524
f65_	female (65+)	European Parliament		178362315106	Facebook	908	1	2935927	1265101	17325	3737
f65_	female (65+)	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1999	1	2839800	871673	58697	5660
f65_	female (65+)	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	381	1	2762738	1137557	13154	2473
f65_	female (65+)	The Labour Party	The Labour Party	25749647410	Facebook	605	1	2456511	985076	22705	5307
f65_	female (65+)	Best For Britain	Best for Britain	1863944713844924	Facebook	742	1	2399406	992206	35993	8078
f65_	female (65+)	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	63	1	2322123	1081369	5387	2399
f65_	female (65+)	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	85	1	2310783	1049672	5244	1491
f65_	female (65+)	We are the 52%	We are the 52%	466744973727718	Facebook	278	1	2217271	785181	7286	958
f65_	female (65+)	Vattenfall Sverige		608975645850217	Facebook	27	1	2204972	993791	26534	7289
f65_	female (65+)	Fidesz	Fidesz	9844779306	Facebook	89	1	2131660	1018232	7487	3675
f65_	female (65+)	SPD	SPD	47930567748	Facebook	4514	1	2094231	467244	67042	1982
f65_	female (65+)	Sosialidemokraatit SDP		108945982480217	Facebook	238	1	2051485	789772	13355	2778
f65_	female (65+)	Médecins du Monde France		265420476920	Facebook	1849	1	1906383	579134	35309	2801
f65_	female (65+)	Save the Children Italia		46590675335	Facebook	47	1	1728994	799204	8892	2150
f65_	female (65+)	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2188	1	1632052	508596	26998	2259
f65_	female (65+)	The Brexit Party	The Brexit Party	230416667843105	Facebook	105	1	1627984	766705	24270	6979
f65_	female (65+)	WeWorld Onlus		299584710061488	Facebook	314	1	1585547	629142	7605	892
f65_	female (65+)	Greenpeace France		39435457457	Facebook	121	1	1514831	694990	8139	1898
