spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	LV	Latvia	1667	525	9134037	2355112	40729	13
50_100	50 - 100	LV	Latvia	1868	506	140507	45848	662	87
100_1k	100 - 1k	LV	Latvia	755	215	7122755	3179105	31763	6863
1k_5k	1k - 5k	LV	Latvia	81	28	1250023	514206	11784	2390
5k_10k	5k - 10k	LV	Latvia	6	5	5374	2687	177	40
10k_50k	10k - 50k	LV	Latvia	1	1	5112	2556	227	45
