audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	FR	France	9192	2852	32900721	13437030	202595	33840
m25_34	male (25-34)	FR	France	12195	3087	31586312	12528165	241829	42487
f25_34	female (25-34)	FR	France	12858	3213	31564705	12221817	263062	43701
m18_24	male (18-24)	FR	France	8853	2761	29517972	12334879	174919	30492
f35_44	female (35-44)	FR	France	12885	3160	25813932	9773834	238338	39778
m35_44	male (35-44)	FR	France	12166	3028	22858697	8889006	202090	36471
f45_54	female (45-54)	FR	France	12381	3034	21308852	8057691	211392	34371
m45_54	male (45-54)	FR	France	11644	2912	17809859	6874783	166130	29935
f55_64	female (55-64)	FR	France	11215	2799	17117881	6384442	179381	28058
f65_	female (65+)	FR	France	9899	2482	13135379	4811361	139589	20576
m55_64	male (55-64)	FR	France	10636	2708	12232964	4629720	122384	21462
m65_	male (65+)	FR	France	9402	2412	9787577	3663524	97752	16683
f13_17	female (13-17)	FR	France	1315	553	5265875	2176041	13644	1430
m13_17	male (13-17)	FR	France	1314	529	2495782	993295	11791	1234
u35_44	unknown (35-44)	FR	France	9611	2605	740763	271240	7077	1073
u25_34	unknown (25-34)	FR	France	9200	2572	656574	242687	5798	821
u45_54	unknown (45-54)	FR	France	8613	2391	429926	156511	4381	647
u65_	unknown (65+)	FR	France	6668	1898	281119	99201	3138	412
u55_64	unknown (55-64)	FR	France	7061	2071	259873	94165	2747	423
u18_24	unknown (18-24)	FR	France	5711	1934	170779	63698	1311	147
u13_17	unknown (13-17)	FR	France	820	402	13941	5313	60	5
