audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	SI	Slovenia	479	76	2165282	724286	10179	1180
f18_24	female (18-24)	SI	Slovenia	469	73	2089934	766458	12005	1900
m18_24	male (18-24)	SI	Slovenia	468	73	2065571	739724	11214	1582
f25_34	female (25-34)	SI	Slovenia	483	76	1564002	554087	8432	1282
m35_44	male (35-44)	SI	Slovenia	473	76	1489866	469724	6893	540
f35_44	female (35-44)	SI	Slovenia	475	77	991864	330508	4803	538
m45_54	male (45-54)	SI	Slovenia	451	74	876878	273500	4160	254
m55_64	male (55-64)	SI	Slovenia	440	73	611980	185486	3622	176
f55_64	female (55-64)	SI	Slovenia	443	74	592808	187951	3447	202
f45_54	female (45-54)	SI	Slovenia	454	76	584521	192440	2602	206
m65_	male (65+)	SI	Slovenia	412	65	351053	105121	2212	98
f65_	female (65+)	SI	Slovenia	412	65	341983	105677	2144	110
u25_34	unknown (25-34)	SI	Slovenia	448	71	40922	14036	219	28
u35_44	unknown (35-44)	SI	Slovenia	438	70	37882	12367	190	19
m13_17	male (13-17)	SI	Slovenia	46	13	15899	5061	60	3
f13_17	female (13-17)	SI	Slovenia	43	12	15266	5695	38	4
u45_54	unknown (45-54)	SI	Slovenia	397	68	8210	2609	45	2
u18_24	unknown (18-24)	SI	Slovenia	328	57	8019	2885	44	6
u65_	unknown (65+)	SI	Slovenia	320	59	4383	1384	24	1
u55_64	unknown (55-64)	SI	Slovenia	288	62	3010	938	19	0
u13_17	unknown (13-17)	SI	Slovenia	40	8	105	41	0	0
