advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Conservatives	The Conservative Party	8807334278	Facebook	u65_	unknown (65+)	506	1	10765	1279	702	1
European Parliament	European Parliament	178362315106	Facebook	u65_	unknown (65+)	39	1	10312	4649	78	23
Gouvernement	Gouvernement	392341217527576	Facebook	u65_	unknown (65+)	10	1	5501	1250	10	0
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	u65_	unknown (65+)	24	1	2318	516	29	6
Moderaterna	Moderaterna	7719591155	Facebook	u65_	unknown (65+)	17	1	2058	871	24	7
The Labour Party	The Labour Party	25749647410	Facebook	u65_	unknown (65+)	10	1	1700	733	15	4
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u65_	unknown (65+)	138	1	1299	282	49	0
CDU	CDU	78502295414	Facebook	u65_	unknown (65+)	291	1	1011	196	30	0
Avaaz	Avaaz	8340223883	Facebook	u65_	unknown (65+)	10	1	851	336	1	0
38 Degrees	38 Degrees	200006375787	Facebook	u65_	unknown (65+)	7	1	661	199	4	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u65_	unknown (65+)	106	1	657	139	12	0
Fidesz	Fidesz	9844779306	Facebook	u65_	unknown (65+)	18	1	610	271	2	1
People's Vote UK	People's Vote	748608695327755	Facebook	u65_	unknown (65+)	12	1	545	146	6	0
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	u65_	unknown (65+)	1	1	543	217	5	1
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	u65_	unknown (65+)	9	1	499	115	4	1
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	u65_	unknown (65+)	29	1	493	171	1	0
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	u65_	unknown (65+)	11	1	426	181	3	0
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	u65_	unknown (65+)	2	1	422	158	3	0
SPÖ	SPÖ	77393060080	Facebook	u65_	unknown (65+)	15	1	413	133	5	0
European Commission	European Commission	107898832590939	Facebook	u65_	unknown (65+)	3	1	397	180	0	0
INBOX	New Digital Media	369693523475596	Facebook	u65_	unknown (65+)	9	1	390	124	0	0
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	u65_	unknown (65+)	6	1	383	81	3	0
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	u65_	unknown (65+)	13	1	372	90	3	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	u65_	unknown (65+)	8	1	352	104	6	1
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	u65_	unknown (65+)	4	1	341	70	3	0
Mark Durkan	Fine Gael	2002340613394109	Facebook	u65_	unknown (65+)	1	1	338	169	3	1
Scientists for EU	Scientists for EU	642444842524195	Facebook	u65_	unknown (65+)	1	1	329	164	1	0
Alex Salmond	Slainte Media	136191876445102	Facebook	u65_	unknown (65+)	1	1	322	64	0	0
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	u65_	unknown (65+)	1	1	314	126	3	0
Οι Έλληνες	In Progress	2273336566260671	Facebook	u65_	unknown (65+)	2	1	291	122	0	0
FDP	FDP	21289227249	Facebook	u65_	unknown (65+)	47	1	289	48	7	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	u65_	unknown (65+)	6	1	275	136	3	1
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	u65_	unknown (65+)	2	1	271	135	1	0
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	u65_	unknown (65+)	2	1	270	65	2	0
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	u65_	unknown (65+)	22	1	249	50	2	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u65_	unknown (65+)	2	1	228	51	15	0
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	u65_	unknown (65+)	15	1	226	51	0	0
Open Vld	Open Vld	53668151866	Facebook	u65_	unknown (65+)	23	1	218	72	1	0
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	u65_	unknown (65+)	17	1	209	76	0	0
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	u65_	unknown (65+)	5	1	209	85	3	0
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	u65_	unknown (65+)	1	1	203	102	4	0
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	u65_	unknown (65+)	2	1	201	101	0	0
Werner Kogler	Die Grünen	133612666671985	Facebook	u65_	unknown (65+)	1	1	201	80	2	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	u65_	unknown (65+)	5	1	196	39	2	0
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	u65_	unknown (65+)	1	1	193	96	0	0
PS Région bruxelloise	PS Région bruxelloise	279112515484034	Facebook	u65_	unknown (65+)	5	1	190	47	1	0
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	u65_	unknown (65+)	5	1	189	37	0	0
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	u65_	unknown (65+)	4	1	177	35	0	0
Compromís	Compromís	194053080624605	Facebook	u65_	unknown (65+)	22	1	174	35	1	0
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	u65_	unknown (65+)	6	1	168	62	0	0
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	u65_	unknown (65+)	5	1	162	32	0	0
In Progress	In Progress	254883792041627	Facebook	u65_	unknown (65+)	1	1	160	64	0	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	u65_	unknown (65+)	9	1	157	33	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	u65_	unknown (65+)	4	1	151	43	0	0
GMB Union	GMB Union	103295786760891	Facebook	u65_	unknown (65+)	4	1	150	30	0	0
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	u65_	unknown (65+)	8	1	147	30	0	0
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	u65_	unknown (65+)	3	1	146	43	0	0
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	u65_	unknown (65+)	14	1	146	39	0	0
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	u65_	unknown (65+)	17	1	145	46	0	0
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	u65_	unknown (65+)	1	1	138	55	0	0
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	u65_	unknown (65+)	5	1	136	31	0	0
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	u65_	unknown (65+)	9	1	135	51	3	0
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	u65_	unknown (65+)	2	1	134	67	0	0
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	u65_	unknown (65+)	2	1	131	26	1	0
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	u65_	unknown (65+)	1	1	129	51	0	0
Cruel	In Progress	1949870255322243	Facebook	u65_	unknown (65+)	1	1	126	50	0	0
