advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	u13_17	unknown (13-17)	32	1	223	15	15	0
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	u13_17	unknown (13-17)	10	1	219	79	0	0
Cogito	Cogito	2059332547662115	Facebook	u13_17	unknown (13-17)	1	1	164	82	0	0
European Commission	European Commission	107898832590939	Facebook	u13_17	unknown (13-17)	3	1	162	69	0	0
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	u13_17	unknown (13-17)	1	1	149	75	0	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	u13_17	unknown (13-17)	9	1	95	8	7	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	u13_17	unknown (13-17)	2	1	61	16	0	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	u13_17	unknown (13-17)	10	1	57	3	4	0
FDP Bayern	FDP Bayern	350558562311	Facebook	u13_17	unknown (13-17)	1	1	53	10	0	0
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	u13_17	unknown (13-17)	2	1	50	10	0	0
European Parliament	European Parliament	178362315106	Facebook	u13_17	unknown (13-17)	5	1	41	20	0	0
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	u13_17	unknown (13-17)	2	1	34	17	0	0
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	u13_17	unknown (13-17)	4	1	32	6	0	0
Comac étudiants	PTB	386211174868638	Facebook	u13_17	unknown (13-17)	2	1	30	6	0	0
SPÖ	SPÖ	77393060080	Facebook	u13_17	unknown (13-17)	7	1	27	8	0	0
ISPI - Istituto per gli studi di politica internazionale	ISPI - Istituto per gli studi di politica internazionale	171795872872353	Facebook	u13_17	unknown (13-17)	1	1	27	5	0	0
Greenpeace Romania	Greenpeace Romania	291132089193	Facebook	u13_17	unknown (13-17)	3	1	26	5	0	0
Nyhetssajten Europaportalen	Nyhetssajten Europaportalen	8005743307	Facebook	u13_17	unknown (13-17)	1	1	25	5	0	0
Organizace pro pomoc uprchlíkům, z.s.	Organizace pro pomoc uprchlíkům, z.s.	188235971211201	Facebook	u13_17	unknown (13-17)	2	1	25	10	0	0
Adenauer Campus	Konrad-Adenauer-Stiftung	225123097665916	Facebook	u13_17	unknown (13-17)	3	1	19	2	0	0
Gouvernement	Gouvernement	392341217527576	Facebook	u13_17	unknown (13-17)	7	1	18	6	0	0
Mette Poulsen	Poulsen Mette	1732891513391281	Facebook	u13_17	unknown (13-17)	1	1	16	0	0	0
