advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f13_17	female (13-17)	10	1	94596	31087	160	0
Cogito	Cogito	2059332547662115	Facebook	f13_17	female (13-17)	1	1	53820	26910	53	0
European Commission	European Commission	107898832590939	Facebook	f13_17	female (13-17)	3	1	34596	14537	44	9
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	f13_17	female (13-17)	1	1	20382	10191	10	2
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	f13_17	female (13-17)	1	1	17553	7021	17	3
FDP Bayern	FDP Bayern	350558562311	Facebook	f13_17	female (13-17)	1	1	17217	3443	34	0
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	f13_17	female (13-17)	2	1	16907	3381	33	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	f13_17	female (13-17)	156	1	16053	1666	1042	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	f13_17	female (13-17)	3	1	13501	3194	41	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	f13_17	female (13-17)	41	1	13186	2237	847	0
Κατερίνα Κούτρη - Katerina Koutri	Aikaterini Koutri	314010635931171	Facebook	f13_17	female (13-17)	1	1	11803	2360	23	0
ISPI - Istituto per gli studi di politica internazionale	ISPI - Istituto per gli studi di politica internazionale	171795872872353	Facebook	f13_17	female (13-17)	2	1	11611	2322	31	0
Greenpeace Romania	Greenpeace Romania	291132089193	Facebook	f13_17	female (13-17)	6	1	11149	2190	35	2
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	f13_17	female (13-17)	3	1	10766	5383	55	12
SPÖ	SPÖ	77393060080	Facebook	f13_17	female (13-17)	16	1	10688	2427	138	15
Fridays For Future Münster	Fridays for Future	1212444868905059	Facebook	f13_17	female (13-17)	3	1	10069	2014	54	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	f13_17	female (13-17)	4	1	9765	4370	14	0
Lode Ceyssens	Lode Ceyssens	690224427744073	Facebook	f13_17	female (13-17)	1	1	7444	1488	14	0
Comac étudiants	PTB	386211174868638	Facebook	f13_17	female (13-17)	2	1	6747	1349	133	0
Grüne Jugend Freiburg	Grüne Jugend Freiburg	258738124139670	Facebook	f13_17	female (13-17)	15	1	6062	347	463	0
In Progress	In Progress	254883792041627	Facebook	f13_17	female (13-17)	1	1	5860	2344	11	5
one brussels	one.brussels	244157445635331	Facebook	f13_17	female (13-17)	3	1	5703	1520	23	0
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	f13_17	female (13-17)	2	1	5682	1242	14	0
Harald Vilimsky	FPÖ	547597092025909	Facebook	f13_17	female (13-17)	4	1	5473	1953	8	1
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	f13_17	female (13-17)	4	1	5303	1915	8	1
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	f13_17	female (13-17)	1	1	4660	2330	11	2
Adenauer Campus	Konrad-Adenauer-Stiftung	225123097665916	Facebook	f13_17	female (13-17)	8	1	4603	515	252	0
Die neue SPÖ Tirol	SPÖ Tirol	172040642860223	Facebook	f13_17	female (13-17)	1	1	4210	842	8	0
Cruel	In Progress	1949870255322243	Facebook	f13_17	female (13-17)	1	1	3679	1471	7	3
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	f13_17	female (13-17)	6	1	3441	683	9	0
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	f13_17	female (13-17)	4	1	3324	664	8	0
Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	f13_17	female (13-17)	3	1	3266	610	81	0
Grüne Jugend Steiermark	Grüne Jugend Steiermark	278628109523836	Facebook	f13_17	female (13-17)	2	1	3248	649	64	0
Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	f13_17	female (13-17)	2	1	3096	619	6	0
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	f13_17	female (13-17)	1	1	3016	1206	6	3
RMDSZ	RMDSZ	102601499822802	Facebook	f13_17	female (13-17)	2	1	2983	629	1	0
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	f13_17	female (13-17)	2	1	2905	581	9	1
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f13_17	female (13-17)	1	1	2679	1339	26	13
Οι Έλληνες	In Progress	2273336566260671	Facebook	f13_17	female (13-17)	2	1	2651	1087	6	3
Grüne Jugend Baden-Württemberg	GRÜNE JUGEND Baden-Württemberg	139278729445697	Facebook	f13_17	female (13-17)	6	1	2618	361	116	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	f13_17	female (13-17)	2	1	2106	421	4	0
Werner Kogler	Die Grünen	133612666671985	Facebook	f13_17	female (13-17)	2	1	2082	800	20	4
GRÜNE im Landkreis FREISING	Bündnis 90/Die Grünen Kreisverband Freising	419905770448	Facebook	f13_17	female (13-17)	3	1	2074	359	63	0
Organizace pro pomoc uprchlíkům, z.s.	Organizace pro pomoc uprchlíkům, z.s.	188235971211201	Facebook	f13_17	female (13-17)	2	1	2074	900	4	0
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	f13_17	female (13-17)	5	1	2005	747	14	0
Sverigedemokraterna Kalmar län	Kotanen Mika Erik	117200235024372	Facebook	f13_17	female (13-17)	9	1	1841	251	7	0
Andreas Schieder	SPÖ	290881691011354	Facebook	f13_17	female (13-17)	3	1	1773	838	20	8
Die Grünen	Die Grünen	21759893033	Facebook	f13_17	female (13-17)	2	1	1619	324	32	0
Nyhetssajten Europaportalen	Nyhetssajten Europaportalen	8005743307	Facebook	f13_17	female (13-17)	1	1	1586	317	14	2
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	f13_17	female (13-17)	1	1	1555	622	3	1
Tobias Krammer	Tobias Krammer	1643134582482219	Facebook	f13_17	female (13-17)	1	1	1513	302	29	0
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	f13_17	female (13-17)	1	1	1485	297	5	1
Angela Russo	Angela Russo 	1624334387651107	Facebook	f13_17	female (13-17)	2	1	1467	293	2	0
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	f13_17	female (13-17)	1	1	1423	284	13	2
SPD Kreisverband Pinneberg	SPD Kreisverband Pinneberg	123555224338965	Facebook	f13_17	female (13-17)	1	1	1421	710	14	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	f13_17	female (13-17)	5	1	1363	466	23	0
Österreichische Gesellschaft für Europapolitik	Österreichische Gesellschaft für Europapolitik	290449626693	Facebook	f13_17	female (13-17)	1	1	1362	272	26	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	f13_17	female (13-17)	2	1	1349	334	4	0
Δημήτρης Γούπιος - Υποψήφιος Δημοτικός Σύμβουλος Παλαιού Φαλήρου	Georgios Kapellaris	606260353179128	Facebook	f13_17	female (13-17)	1	1	1327	265	26	0
CDU Altona	CDU Kreisverband Altona/Elbvororte	619070778260499	Facebook	f13_17	female (13-17)	1	1	1299	259	25	0
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	f13_17	female (13-17)	1	1	1252	626	12	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	f13_17	female (13-17)	4	1	1201	193	13	2
Jusos Pinneberg	Jusos Pinneberg	68141565265	Facebook	f13_17	female (13-17)	1	1	1179	235	23	0
FDP Filderstadt	Freie Demokraten Filderstadt	1470761319809502	Facebook	f13_17	female (13-17)	2	1	1153	230	22	0
SPD Plauen	SPD Plauen	289178329438	Facebook	f13_17	female (13-17)	1	1	1132	226	22	0
1Europa	Peter Glawischnig	320389701908367	Facebook	f13_17	female (13-17)	2	1	1058	211	20	0
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	f13_17	female (13-17)	2	1	1047	209	20	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	f13_17	female (13-17)	11	1	996	166	32	0
SPD Wandsbek	Andre Schneider	182588003457	Facebook	f13_17	female (13-17)	17	1	947	10	89	0
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	f13_17	female (13-17)	2	1	892	178	3	0
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	f13_17	female (13-17)	1	1	844	168	8	1
Grüne Jugend Augsburg	Grüne Jugend Augsburg	102909819848567	Facebook	f13_17	female (13-17)	2	1	825	0	81	0
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	f13_17	female (13-17)	23	1	753	167	6	0
Grüne Mannheim	BÜNDNIS 90/DIE GRÜNEN Kreisverband Mannheim	123290727868673	Facebook	f13_17	female (13-17)	4	1	744	189	31	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	f13_17	female (13-17)	2	1	743	148	3	0
Äänioikeus.fi		753565071658403	Facebook	f13_17	female (13-17)	1	1	738	147	14	0
Josef Caruana	Josef Caruana	166617437361908	Facebook	f13_17	female (13-17)	2	1	734	146	14	0
Zenia Stampe	Zenia Stampe	127344360615074	Facebook	f13_17	female (13-17)	2	1	719	120	9	1
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	f13_17	female (13-17)	8	1	666	115	20	0
Amaya Fernández	PP	486996548359961	Facebook	f13_17	female (13-17)	1	1	649	129	12	0
FÜR Karlsruhe	FÜR Karlsruhe - Politik mit christlicher Herzenshaltung e.V.	260790977428638	Facebook	f13_17	female (13-17)	4	1	640	88	28	0
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	f13_17	female (13-17)	1	1	555	0	7	0
Inger Staahl Jensen i Europa-Parlamentet	Inger Staahl Jensen	586553418054920	Facebook	f13_17	female (13-17)	3	1	544	0	7	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	f13_17	female (13-17)	2	1	534	106	10	0
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	f13_17	female (13-17)	5	1	527	136	9	0
Barlabás András	Barlabás András	137851763633896	Facebook	f13_17	female (13-17)	2	1	524	0	1	0
Junge Union Aurich	CDU Stadtverband Aurich und Junge Union Aurich	204261220053348	Facebook	f13_17	female (13-17)	1	1	514	257	5	0
Simon Lejeune	Lejuene Simon Paul F	1721305591241017	Facebook	f13_17	female (13-17)	4	1	512	91	14	0
SPD Neckarsulm	SPD Neckarsulm	140119866067404	Facebook	f13_17	female (13-17)	3	1	502	57	27	0
Claudia Gamon	NEOS	447992848717452	Facebook	f13_17	female (13-17)	2	1	460	92	4	0
Mette Poulsen	Poulsen Mette	1732891513391281	Facebook	f13_17	female (13-17)	2	1	437	0	9	0
Hicham El Mzairh	Hicham El Mzairh	39050546817	Facebook	f13_17	female (13-17)	1	1	424	212	4	0
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	f13_17	female (13-17)	1	1	420	0	5	0
Ralf Lottermann - Für den Wormser Stadtrat	Ralf Lottermann	364491737725008	Facebook	f13_17	female (13-17)	3	1	408	185	4	0
Frank Psaila	Frank Psaila	458318884361628	Facebook	f13_17	female (13-17)	1	1	398	199	3	0
Peter Hametner	Peter Hametner	388385461980020	Facebook	f13_17	female (13-17)	1	1	396	79	0	0
Kristdemokraterna Täby	Kristdemokraterna Täby	500140550093378	Facebook	f13_17	female (13-17)	1	1	394	0	3	0
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	f13_17	female (13-17)	10	1	386	77	7	0
Beckton Labour	George James Harris	439640700178969	Facebook	f13_17	female (13-17)	1	1	368	0	42	0
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	f13_17	female (13-17)	2	1	343	171	3	0
FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	f13_17	female (13-17)	2	1	340	53	12	0
Jakob Schäuble	FDP Ingolstadt	1873283949575191	Facebook	f13_17	female (13-17)	2	1	335	0	33	0
Andreas Steenberg	Streenberg Andreas Frost	132364993978468	Facebook	f13_17	female (13-17)	2	1	317	0	4	0
Kim Alloo	Alloo Kim	2165082146846340	Facebook	f13_17	female (13-17)	2	1	316	48	12	0
Alternativet	Alternativet	676061179094769	Facebook	f13_17	female (13-17)	1	1	314	0	4	0
SPD Friedrichshafen	Luca Elias Baumann	227497950644482	Facebook	f13_17	female (13-17)	1	1	300	0	29	0
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	f13_17	female (13-17)	3	1	295	36	14	0
SPÖ Obersteiermark Ost	SPÖ Obersteiermark Ost	639538052795950	Facebook	f13_17	female (13-17)	1	1	294	58	5	0
Tiverton & Honiton Liberal Democrats	Dr. J Timperley on behalf of Tiverton and Honiton Liberal Democrats	150862338924727	Facebook	f13_17	female (13-17)	1	1	288	0	33	0
Jusos Freiburg	Jusos Freiburg	452121134820659	Facebook	f13_17	female (13-17)	2	1	284	0	28	0
Jonas Bruns	Jonas Bruns	2138908233101805	Facebook	f13_17	female (13-17)	1	1	253	0	25	0
Luigi Pantisano	Luigi Pantisano	1006758069529993	Facebook	f13_17	female (13-17)	1	1	252	0	25	0
A kiló nem százat jelent.	Antlfinger Edvárd	172924162721825	Facebook	f13_17	female (13-17)	1	1	225	45	0	0
Sebastian Bohrn Mena	Tierschutzvolksbegehren	1583324305255890	Facebook	f13_17	female (13-17)	1	1	219	0	21	0
