advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	f65_	female (65+)	39	1	1012727	439529	5341	1461
Fidesz	Fidesz	9844779306	Facebook	f65_	female (65+)	18	1	362060	165450	1739	771
Conservatives	The Conservative Party	8807334278	Facebook	f65_	female (65+)	716	1	281618	43066	14531	31
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	f65_	female (65+)	34	1	212947	45529	2784	556
Gouvernement	Gouvernement	392341217527576	Facebook	f65_	female (65+)	10	1	188448	48472	368	0
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f65_	female (65+)	54	1	170690	55981	478	138
CDU	CDU	78502295414	Facebook	f65_	female (65+)	3915	1	133911	24760	4505	0
Moderaterna	Moderaterna	7719591155	Facebook	f65_	female (65+)	20	1	84787	29959	1098	264
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	f65_	female (65+)	3	1	78256	39128	390	78
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f65_	female (65+)	192	1	77782	442	7532	0
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	f65_	female (65+)	19	1	76298	31431	275	73
Avaaz	Avaaz	8340223883	Facebook	f65_	female (65+)	10	1	74112	29264	179	53
The Labour Party	The Labour Party	25749647410	Facebook	f65_	female (65+)	10	1	72142	30980	624	196
FDP	FDP	21289227249	Facebook	f65_	female (65+)	449	1	57284	9105	1965	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f65_	female (65+)	9	1	56891	28421	739	283
Carmine Spiaggia	Carmine Spiaggia	425820797979047	Facebook	f65_	female (65+)	1	1	56243	28121	140	28
European Commission	European Commission	107898832590939	Facebook	f65_	female (65+)	3	1	56089	23410	70	14
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	f65_	female (65+)	3	1	53003	26502	150	71
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	f65_	female (65+)	3	1	49303	19733	492	98
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	f65_	female (65+)	8	1	46360	12871	188	48
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	f65_	female (65+)	21	1	45638	10555	215	43
