audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f25_34	female (25-34)	SE	Sweden	11001	1947	25593082	8928493	210998	52165
m25_34	male (25-34)	SE	Sweden	10232	1898	21916623	7714236	175858	43816
f35_44	female (35-44)	SE	Sweden	10963	1928	21199214	7143022	183301	44808
m18_24	male (18-24)	SE	Sweden	8919	1739	19681616	7035281	155969	39455
f45_54	female (45-54)	SE	Sweden	10504	1884	18194830	6074625	160266	39239
f18_24	female (18-24)	SE	Sweden	9348	1778	17173201	6146192	127863	32504
f65_	female (65+)	SE	Sweden	8426	1632	17089773	5663119	171510	43424
m35_44	male (35-44)	SE	Sweden	10261	1874	16073790	5450573	129690	32015
m45_54	male (45-54)	SE	Sweden	9751	1821	15239662	5097374	133884	32886
f55_64	female (55-64)	SE	Sweden	9407	1784	13721862	4444190	127818	31667
m65_	male (65+)	SE	Sweden	8074	1592	12607826	4135301	132525	32819
m55_64	male (55-64)	SE	Sweden	8862	1737	11624536	3788412	112264	27653
f13_17	female (13-17)	SE	Sweden	1383	384	1983860	690748	11301	2671
m13_17	male (13-17)	SE	Sweden	1378	362	1188488	422551	7229	1623
u35_44	unknown (35-44)	SE	Sweden	8465	1665	796621	269938	6243	1506
u25_34	unknown (25-34)	SE	Sweden	8099	1627	674717	234794	5139	1254
u45_54	unknown (45-54)	SE	Sweden	7940	1598	529114	176525	4471	1073
u55_64	unknown (55-64)	SE	Sweden	6777	1465	311093	100280	2904	705
u65_	unknown (65+)	SE	Sweden	6372	1358	293655	94775	2890	689
u18_24	unknown (18-24)	SE	Sweden	5949	1294	162950	56228	1264	312
u13_17	unknown (13-17)	SE	Sweden	821	293	13913	4921	84	19
