location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
basilicata_IT	Basilicata, Italy	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	21	1	552555	270666	1362	289
basilicata_IT	Basilicata, Italy	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	346	1	392113	163846	1657	319
basilicata_IT	Basilicata, Italy	Francesco Galtieri	Francesco Galtieri	176134109106348	Facebook	8	1	347249	173224	1275	215
basilicata_IT	Basilicata, Italy	Partito Democratico		77034286895	Facebook	126	1	276226	122188	913	212
basilicata_IT	Basilicata, Italy	La Basilicata Possibile - Tramutoli Presidente		275659613337674	Facebook	5	1	214865	75971	894	100
basilicata_IT	Basilicata, Italy	European Parliament		178362315106	Facebook	177	1	152858	65901	452	87
basilicata_IT	Basilicata, Italy	Save the Children Italia		46590675335	Facebook	46	1	128233	57426	546	146
basilicata_IT	Basilicata, Italy	Forza Italia		172265396249029	Facebook	15	1	117785	36327	695	75
basilicata_IT	Basilicata, Italy	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	44	1	107765	46116	193	37
basilicata_IT	Basilicata, Italy	WeWorld Onlus		299584710061488	Facebook	262	1	100209	38264	580	67
basilicata_IT	Basilicata, Italy	Tiziana De Palo candidata M5S		2017928958511723	Facebook	2	1	99998	20000	187	0
basilicata_IT	Basilicata, Italy	Antonio Mattia M5S		478239819319197	Facebook	2	1	99998	20000	198	0
basilicata_IT	Basilicata, Italy	Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	52	1	89148	26439	292	12
basilicata_IT	Basilicata, Italy	Elena Gentile	Elena Gentile	1426435657576038	Facebook	36	1	76186	27293	174	0
basilicata_IT	Basilicata, Italy	Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	79	1	74184	30490	174	33
basilicata_IT	Basilicata, Italy	Pasquale Cariello		582920181886790	Facebook	3	1	69981	19992	296	0
basilicata_IT	Basilicata, Italy	Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	58	1	62405	25988	311	84
basilicata_IT	Basilicata, Italy	Basilicata24		164575363610080	Facebook	2	1	59998	15000	198	0
basilicata_IT	Basilicata, Italy	Carlo Trerotola		2010435719257666	Facebook	3	1	59997	12000	297	0
basilicata_IT	Basilicata, Italy	Francesco Piro		1741020712666403	Facebook	3	1	58319	13660	270	0
basilicata_IT	Basilicata, Italy	Alessandra D'Angella		337096617013293	Facebook	3	1	55383	11027	133	0
basilicata_IT	Basilicata, Italy	Tommaso Coviello		407395446674646	Facebook	2	1	54998	11000	176	0
basilicata_IT	Basilicata, Italy	Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	43	1	52490	18048	111	5
basilicata_IT	Basilicata, Italy	Andrea Cozzolino		1449151341981719	Facebook	11	1	51671	19939	148	35
basilicata_IT	Basilicata, Italy	Forza Civica - Matera		440702353032534	Facebook	1	1	49999	10000	99	0
