location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
auvergne_FR	Auvergne, France	Greenpeace France		39435457457	Facebook	119	1	577785	261305	2920	676
auvergne_FR	Auvergne, France	Simulation Energétique		562488297524492	Facebook	18	1	384059	127960	5804	1523
auvergne_FR	Auvergne, France	European Parliament		178362315106	Facebook	63	1	323640	149949	1697	381
auvergne_FR	Auvergne, France	Mes économies d'énergie		124948231440251	Facebook	5	1	169998	75912	2875	561
auvergne_FR	Auvergne, France	La Prime Énergie		336155273400553	Facebook	28	1	145674	57513	1332	287
auvergne_FR	Auvergne, France	Médecins du Monde France		265420476920	Facebook	640	1	118033	38577	1649	130
auvergne_FR	Auvergne, France	Parlement européen en France	Parlement européen en France	279757933824	Facebook	36	1	105755	42858	327	88
auvergne_FR	Auvergne, France	Agence Isolation Pour Tous		568528630290119	Facebook	11	1	88583	35856	1022	218
auvergne_FR	Auvergne, France	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	92	1	81305	31567	189	5
auvergne_FR	Auvergne, France	1devis.io		1632519900186330	Facebook	11	1	78567	17906	882	0
auvergne_FR	Auvergne, France	SNE		1703448029710053	Facebook	6	1	67878	33919	1550	314
auvergne_FR	Auvergne, France	Make.org	Make.org	122037308191612	Facebook	55	1	67374	28445	533	122
auvergne_FR	Auvergne, France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	56	1	67291	27718	276	60
auvergne_FR	Auvergne, France	Isolez vos combles pour 1€		1979732192254642	Facebook	6	1	63216	20906	630	184
auvergne_FR	Auvergne, France	Mon Homéo Mon Choix		1643185362449069	Facebook	28	1	61202	24288	558	116
auvergne_FR	Auvergne, France	Ministère de l'Intérieur		103146727990	Facebook	23	1	61184	25878	319	76
auvergne_FR	Auvergne, France	Joel NEVEU		239843093227846	Facebook	1	1	49973	9994	98	0
auvergne_FR	Auvergne, France	Isabelle Valentin		284358338700451	Facebook	3	1	41221	10215	214	0
auvergne_FR	Auvergne, France	Solutions Énergétiques de France		146021859351766	Facebook	4	1	40489	11946	369	62
auvergne_FR	Auvergne, France	Unis pour les Droits Humains		1642871805813802	Facebook	19	1	36133	14936	30	1
auvergne_FR	Auvergne, France	Dungeon Defenders		107960282569653	Facebook	106	1	33922	14467	81	10
auvergne_FR	Auvergne, France	UNICEF France		173159234432	Facebook	38	1	32279	12653	167	40
auvergne_FR	Auvergne, France	Kialo		729627343834501	Facebook	329	1	31459	13080	207	49
auvergne_FR	Auvergne, France	Épargne Malin		1864684416941008	Facebook	19	1	30903	13521	1045	295
auvergne_FR	Auvergne, France	350.org		12185972707	Facebook	60	1	28897	6544	127	13
