country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	m18_24	male (18-24)	6629	1505	25472663	9691695	68232	13859
PL	Poland	m25_34	male (25-34)	7471	1661	23837563	9142813	71630	14855
PL	Poland	f18_24	female (18-24)	6846	1535	22187679	8588700	56858	12263
PL	Poland	f25_34	female (25-34)	7740	1697	17485056	6810480	49657	10197
PL	Poland	m35_44	male (35-44)	7429	1641	16868226	6190039	50695	10011
PL	Poland	f35_44	female (35-44)	7721	1676	15846146	5823954	45522	8953
PL	Poland	f55_64	female (55-64)	6640	1473	12620949	4136447	40557	6865
PL	Poland	f45_54	female (45-54)	7449	1598	11251862	3935935	33997	6359
PL	Poland	m45_54	male (45-54)	7149	1566	10051138	3510497	31395	5823
PL	Poland	f65_	female (65+)	5543	1285	7834433	2512898	25595	4227
PL	Poland	m55_64	male (55-64)	6386	1443	6967134	2291294	22282	3700
PL	Poland	m65_	male (65+)	5347	1273	4780296	1573235	15232	2534
PL	Poland	f13_17	female (13-17)	853	270	2345798	846398	4191	464
PL	Poland	m13_17	male (13-17)	810	258	1750330	632125	3297	389
PL	Poland	u35_44	unknown (35-44)	5650	1370	199665	72462	700	135
PL	Poland	u25_34	unknown (25-34)	4987	1280	127396	47440	469	94
PL	Poland	u18_24	unknown (18-24)	3805	1045	69135	24566	248	47
PL	Poland	u45_54	unknown (45-54)	4684	1182	64811	23104	239	46
PL	Poland	u65_	unknown (65+)	3379	956	39405	13007	134	21
PL	Poland	u55_64	unknown (55-64)	3476	963	29121	9785	98	16
PL	Poland	u13_17	unknown (13-17)	464	200	6506	2318	16	1
